#{"t_start": 1715268483.15201, "env_id": "None"}
r,l,t
-633083.018676,1001,93.569484
-643538.854612,1001,95.537727
-627514.911263,1001,96.673615
-612636.660329,1001,97.207576
-644973.292452,1001,98.691201
-629239.590622,1001,100.334408
-646239.008876,1001,101.513841
-621846.802976,1001,102.092684
-642934.473393,1001,105.173154
-630202.590861,1001,105.714877
-634001.598153,1001,106.900726
-600887.200569,1001,108.162367
-642387.786101,1001,110.666605
-632047.248394,1001,111.217709
-616681.314546,1001,114.270754
-635513.220536,1001,114.832945
-635439.823303,1001,116.122714
-601480.315819,1001,117.494941
-634646.14356,1001,119.117812
-635002.936001,1001,120.285465
-623717.854417,1001,120.889026
-641346.361129,1001,124.074069
-623220.356576,1001,124.649705
-635967.44891,1001,127.371644
-617505.22815,1001,128.440908
-625388.127413,1001,129.737188
-636624.628042,1001,131.595979
-645016.971372,1001,133.455883
-630011.973937,1001,133.96354
-626100.569004,1001,136.026032
-602631.464426,1001,137.474423
-633278.598542,1001,138.647542
-622382.522627,1001,139.255157
-634724.911117,1001,142.477183
-646325.336061,1001,142.997729
-610477.919973,1001,146.367274
-650865.817326,1001,147.109263
-617837.470967,1001,148.520132
-611633.17365,1001,151.058915
-620553.04802,1001,152.417553
-626418.221236,1001,153.039612
-630991.643153,1001,156.258985
-625615.703203,1001,156.850635
-636549.926643,1001,159.808188
-623851.984781,1001,160.46984
-589675.071366,1001,161.669131
-608720.451128,1001,162.333003
-629248.312898,1001,165.215882
-617625.086173,1001,165.771763
-618143.512569,1001,167.623285
-628728.365553,1001,169.255053
-619979.820027,1001,170.464282
-638589.181057,1001,171.090706
-609115.408556,1001,174.014279
-610686.782396,1001,174.514243
-603839.067635,1001,175.712191
-644322.211542,1001,176.369658
-629589.115714,1001,178.893083
-616698.315014,1001,179.422792
-609401.431934,1001,180.697993
-622841.281809,1001,182.057818
-630967.608777,1001,183.627849
-626919.302852,1001,184.184693
-629390.164374,1001,184.768885
-612297.462894,1001,187.487294
-623741.803112,1001,188.024562
-620751.499983,1001,189.248003
-628354.826308,1001,189.893028
-628716.40365,1001,192.346141
-621983.920653,1001,192.887953
-634137.322728,1001,194.158235
-613097.421916,1001,195.097527
-604627.651785,1001,197.258774
-628528.551583,1001,197.803085
-619530.160255,1001,199.080961
-620490.082756,1001,200.480012
-591164.189101,1001,201.926117
-611797.482291,1001,202.464308
-624979.130565,1001,204.644608
-613287.451467,1001,205.704603
-589999.278927,1001,206.82883
-617382.524361,1001,207.35276
-628522.726408,1001,209.943448
-613855.766402,1001,210.735179
-596378.360022,1001,211.936415
-606260.39294,1001,212.976276
-607297.919838,1001,215.889186
-629663.79208,1001,216.451087
-610069.744519,1001,219.479087
-603851.770948,1001,220.016791
-642492.6092,1001,221.18896
-607421.33018,1001,221.852113
-604889.900166,1001,224.616052
-617656.807994,1001,225.124495
-623605.459668,1001,226.356037
-618874.477935,1001,227.433745
-590483.491049,1001,229.185973
-612348.262756,1001,229.715559
-621398.575697,1001,230.920306
-610938.318278,1001,232.771077
-630739.278642,1001,234.093977
-606992.533867,1001,234.66217
-604294.443824,1001,237.786978
-608304.339578,1001,238.394956
-609873.076175,1001,239.798959
-592385.833499,1001,242.224272
-611166.308881,1001,243.542882
-626170.187644,1001,244.105599
-590330.712464,1001,245.416319
-595131.703289,1001,247.825362
-585343.259552,1001,248.80913
-612855.642034,1001,252.430193
-610730.385539,1001,252.963985
-592683.609168,1001,255.982276
-609226.848845,1001,256.658982
-582354.879905,1001,258.021658
-619012.185637,1001,260.521283
-593193.698541,1001,262.153411
-587941.916198,1001,262.863768
-595494.945658,1001,265.942666
-613767.023409,1001,266.490276
-581800.268236,1001,269.905319
-584937.761826,1001,270.570175
-584271.170416,1001,271.94418
-595852.731378,1001,274.148612
-597256.474978,1001,275.616331
-604269.895323,1001,276.939242
-600579.473507,1001,280.066593
-596156.624299,1001,280.657678
-605814.257225,1001,283.84348
-598490.143054,1001,284.399691
-600890.730715,1001,285.919808
-590388.11325,1001,288.091269
-598789.450761,1001,289.261666
-592129.397476,1001,289.886509
-582851.256787,1001,293.326454
-592595.255001,1001,293.948615
-592033.975825,1001,297.699969
-607871.400856,1001,298.254665
-604153.903468,1001,299.612783
-606641.691433,1001,301.926712
-611630.145286,1001,303.180012
-610384.749186,1001,303.753113
-558022.309364,1001,306.982531
-630474.029685,1001,307.499309
-612063.520078,1001,309.875056
-588411.581535,1001,311.187853
-610652.970553,1001,312.335485
-602882.919839,1001,312.872254
-593047.206718,1001,315.965976
-614466.733237,1001,316.488992
-584712.938087,1001,317.021836
-584282.964498,1001,320.165924
-589959.035337,1001,320.73122
-593824.272784,1001,322.115188
-587327.962814,1001,322.948381
-603758.844937,1001,325.1978
-597467.769707,1001,325.689497
-580241.688134,1001,326.877243
-576122.129755,1001,327.644552
-588611.198643,1001,329.925745
-579527.990789,1001,330.419314
-577400.447277,1001,331.715845
-565264.764967,1001,333.377347
-612829.373011,1001,334.704154
-598970.20498,1001,335.203825
-607223.676794,1001,336.746218
-590863.350154,1001,338.408045
-600594.295512,1001,339.563473
-593115.301405,1001,340.074635
-570970.931512,1001,342.572779
-575691.015298,1001,343.273476
-585662.979755,1001,344.422439
-591602.388062,1001,344.96908
-600484.397828,1001,347.856465
-601641.968949,1001,348.346764
-607231.735133,1001,349.534426
-605712.722991,1001,350.204756
-615932.834612,1001,352.980298
-585015.751156,1001,353.472594
-615816.243554,1001,354.855031
-608984.231157,1001,356.66269
-591671.293104,1001,357.866699
-582860.953721,1001,358.378555
-614519.608732,1001,361.126587
-583548.07031,1001,361.684052
-587410.063484,1001,362.826988
-598620.602283,1001,363.350132
-607257.576089,1001,365.966477
-583269.014568,1001,366.458122
-591978.800375,1001,367.612657
-587402.696264,1001,368.153057
-601038.723261,1001,370.822679
-590805.73968,1001,371.314032
-569327.559569,1001,372.45313
-580646.903317,1001,373.028396
-574232.613709,1001,374.60908
-604867.639198,1001,376.069622
-577697.670662,1001,376.574229
-596179.396066,1001,377.937816
-607155.221228,1001,379.632253
-594178.759197,1001,380.80754
-583629.631837,1001,381.308291
-573204.078435,1001,382.838626
-596400.220029,1001,384.340762
-598895.771026,1001,385.50224
-585382.395396,1001,386.021646
-572729.415634,1001,388.976251
-560376.376173,1001,389.506922
-585637.230263,1001,390.692408
-579952.390289,1001,391.394671
-598794.297444,1001,394.423626
-583228.751656,1001,394.934423
-590974.522227,1001,397.842126
-566554.385907,1001,398.583915
-579925.282447,1001,399.747193
-565921.615338,1001,400.416067
-586128.087298,1001,403.128833
-585544.503882,1001,403.615766
-569012.645743,1001,404.787903
-581506.465589,1001,405.392131
-581389.565453,1001,407.472224
-586796.052743,1001,407.958677
-591716.662078,1001,409.118107
-575563.198886,1001,409.683718
-573066.62016,1001,411.900954
-573803.862412,1001,412.385625
-591185.086791,1001,413.545793
-578462.45732,1001,414.097444
-585958.364988,1001,416.433166
-595197.036834,1001,416.923271
-594699.326211,1001,418.083928
-569004.474583,1001,418.629172
-578025.013228,1001,421.003052
-558969.401069,1001,421.487928
-584212.246215,1001,422.64989
-587579.270095,1001,423.183238
-572209.481309,1001,425.5178
-580041.784415,1001,425.99605
-579363.79951,1001,427.139924
-560369.032548,1001,427.653092
-579587.681821,1001,428.286884
-592010.169807,1001,430.279904
-567389.120823,1001,430.766783
-593228.34757,1001,431.937438
-567906.870828,1001,432.608541
-576718.156748,1001,435.050663
-568444.559405,1001,435.542836
-564867.304077,1001,436.729291
-566204.924629,1001,437.576403
-561584.061061,1001,439.951063
-590112.711295,1001,440.443276
-570056.860601,1001,441.654407
-569960.822765,1001,442.476694
-572738.321631,1001,444.522496
-562572.191307,1001,445.017215
-569738.333978,1001,446.25252
-562826.198298,1001,447.712954
-582900.088858,1001,449.141452
-566843.592619,1001,449.637165
-572465.510781,1001,451.102728
-565570.79038,1001,452.674706
-565772.936273,1001,453.807264
-556884.691546,1001,454.302477
-560981.396085,1001,455.509582
-568477.128416,1001,456.146254
-573300.307664,1001,457.963667
-570077.731658,1001,458.454543
-570371.138478,1001,459.669395
-575236.771417,1001,460.439259
-571697.188499,1001,463.002138
-563936.309154,1001,463.493399
-571423.25754,1001,464.793419
-587532.361674,1001,466.497241
-552819.452285,1001,467.802804
-569893.71809,1001,468.320706
-563255.371128,1001,471.433862
-574588.69816,1001,472.098655
-552767.662387,1001,473.35359
-575661.749204,1001,474.82284
-578966.229764,1001,476.920911
-547570.048651,1001,477.429657
-563029.147536,1001,480.320287
-570721.875951,1001,480.956483
-585708.270085,1001,482.124583
-559747.698267,1001,482.68339
-559422.541302,1001,484.538297
-571504.535732,1001,486.093412
-586113.95203,1001,486.595507
-552538.173457,1001,489.404239
-565180.026885,1001,490.067608
-564693.702447,1001,491.231954
-561305.913176,1001,491.878471
-575202.350925,1001,494.857539
-562166.223103,1001,495.375545
-535714.329144,1001,496.693458
-573141.033891,1001,498.741512
-573396.212419,1001,500.227862
-562330.265299,1001,500.788892
-572868.079997,1001,503.730288
-557867.744283,1001,504.255657
-564797.057991,1001,505.565399
-555133.319833,1001,507.492044
-565094.054042,1001,509.154526
-558396.863297,1001,509.694463
-552921.662071,1001,512.600753
-556830.751935,1001,513.1923
-575003.216131,1001,514.383444
-568344.825119,1001,515.173749
-564013.32677,1001,518.009209
-567557.154359,1001,518.503576
-565692.327624,1001,519.841763
-567170.076366,1001,521.542929
-574132.831781,1001,522.737175
-570080.34537,1001,523.2384
-565650.019427,1001,525.106997
-568454.242807,1001,526.367911
-560465.602253,1001,527.501162
-566309.067243,1001,528.010461
-560408.154583,1001,530.350538
-561897.500168,1001,530.938832
-559564.781091,1001,532.070548
-570220.043674,1001,532.57428
-563935.755825,1001,534.27651
-565006.109289,1001,535.839523
-558996.905509,1001,536.971179
-577684.465817,1001,537.539845
-556959.035513,1001,540.859809
-565731.596097,1001,541.37375
-566705.273502,1001,541.913426
-567354.254948,1001,545.137758
-573163.778064,1001,545.689074
-565169.940778,1001,546.958173
-557701.233262,1001,549.309709
-560411.41317,1001,550.77866
-561515.82904,1001,551.368041
-557514.290672,1001,554.460794
-552194.860751,1001,554.961433
-564113.56839,1001,556.360151
-566996.080258,1001,558.753658
-564734.350054,1001,560.019293
-566931.325807,1001,560.60717
-555730.096664,1001,563.664065
-560253.268051,1001,564.157249
-567709.777668,1001,565.408585
-555289.583291,1001,567.40712
-557190.350382,1001,568.828814
-555143.909824,1001,569.3603
-550351.379712,1001,572.682724
-565018.156712,1001,573.202909
-561086.641047,1001,574.407398
-568908.750448,1001,576.013765
-563000.705275,1001,577.748291
-561808.501533,1001,578.254432
-557543.991306,1001,580.756895
-564276.423075,1001,581.706774
-563911.279051,1001,582.792951
-567397.966719,1001,583.370279
-562682.321751,1001,586.415934
-571111.499669,1001,586.907934
-551607.861817,1001,588.123317
-544118.784148,1001,589.931076
-566591.105691,1001,591.560442
-550509.289663,1001,592.077087
-564062.332995,1001,595.392121
-572268.243898,1001,596.080221
-568239.39772,1001,597.585658
-557004.614016,1001,600.006115
-560506.471288,1001,601.50761
-561748.383317,1001,602.572932
-572030.997703,1001,606.187944
-554141.129719,1001,608.616748
-553034.147688,1001,610.159118
-566844.050567,1001,610.727683
-566297.988749,1001,612.43891
-559037.672352,1001,615.192699
-567444.189302,1001,616.668417
-562466.276772,1001,619.197963
-571643.21119,1001,619.739236
-564513.476972,1001,622.918402
-564908.497742,1001,623.512254
-556146.361478,1001,624.646721
-566797.36456,1001,626.034778
-559912.925689,1001,628.03276
-556361.993484,1001,628.521048
-553496.349505,1001,629.692717
-554009.603206,1001,631.107838
-569474.779161,1001,632.987985
-559055.707665,1001,633.506894
-561558.953447,1001,636.775747
-565481.785932,1001,637.475251
-567943.633409,1001,639.036714
-563691.865567,1001,641.505795
-564277.916965,1001,642.864898
-571437.054123,1001,643.612586
-559033.10547,1001,646.788529
-562428.505048,1001,647.381768
-564188.914801,1001,651.071663
-571627.045423,1001,651.727941
-569105.229832,1001,655.200425
-577159.302671,1001,655.998184
-566031.045737,1001,658.680813
-565492.463414,1001,660.404648
-562125.881004,1001,662.244894
-556998.779489,1001,664.855847
-569332.501116,1001,668.303348
-560128.1206,1001,669.368003
-566224.385484,1001,670.608389
-570763.724951,1001,671.840221
-558907.34804,1001,674.848319
-562095.944031,1001,675.815169
-556249.573345,1001,679.217847
-555852.072366,1001,679.859546
-563183.97726,1001,683.588906
-572782.447439,1001,684.576779
-556831.94432,1001,688.824815
-571572.053151,1001,691.558174
-567718.394805,1001,692.927493
-563712.72291,1001,693.506059
-570112.802253,1001,695.597711
-564227.02292,1001,697.8251
-574387.103401,1001,698.674426
-569243.731266,1001,702.412863
-571259.382267,1001,704.675195
-566161.011855,1001,710.750712
-564672.463164,1001,712.482788
-556655.773958,1001,715.456053
-556903.967815,1001,715.987457
-562441.625528,1001,718.925793
-566047.063777,1001,719.605916
-569292.191759,1001,720.735092
-556799.144393,1001,721.550606
-563020.538462,1001,724.566889
-563254.133057,1001,725.095134
-564800.449232,1001,728.41082
-564426.641634,1001,731.631207
-573997.683355,1001,736.779305
-550811.247653,1001,740.416705
-566871.760059,1001,748.278907
-561153.712812,1001,751.544472
-559501.534179,1001,753.251467
-562521.199977,1001,755.092808
-551864.245378,1001,757.259576
-567169.759231,1001,757.789792
-572594.925301,1001,761.039466
-554947.650699,1001,761.62657
-561077.639308,1001,763.109147
-553541.724952,1001,765.285135
-561696.010132,1001,766.44071
-573077.260457,1001,766.96601
-553685.057587,1001,770.111243
-557663.403637,1001,770.611194
-564334.359516,1001,771.777297
-565729.407567,1001,772.812379
-570126.657486,1001,775.31068
-557012.480429,1001,775.79528
-550694.338057,1001,777.164454
-557191.611605,1001,779.134387
-558748.011447,1001,780.324794
-560083.295577,1001,780.847021
-558517.030964,1001,783.912538
-554620.862633,1001,784.397125
-538383.082295,1001,785.575996
-568141.936615,1001,786.623364
-562588.676783,1001,788.234396
-568413.79811,1001,789.369159
-559878.565782,1001,789.87257
-563168.06664,1001,792.253366
-560343.885765,1001,792.949334
-573558.152188,1001,794.091944
-563271.12008,1001,794.618569
-541849.598685,1001,797.311886
-567126.52823,1001,797.802141
-549592.449007,1001,798.949036
-550258.15641,1001,799.486935
-560105.949262,1001,802.047858
-548208.561934,1001,802.529855
-555340.448299,1001,803.703535
-558678.667754,1001,804.311709
-558571.408415,1001,806.889504
-552272.574474,1001,807.377596
-537853.785995,1001,808.54834
-554023.003465,1001,809.185271
-557236.267616,1001,811.790691
-543917.456585,1001,812.283279
-561877.978637,1001,813.583261
-553161.907615,1001,815.442349
-551548.033137,1001,816.727702
-555309.249113,1001,817.232835
-551124.060655,1001,819.090981
-560061.69101,1001,820.484488
-553654.82634,1001,821.624335
-548713.91066,1001,822.141898
-561450.90768,1001,824.568836
-552660.104352,1001,825.09145
-554711.264171,1001,826.2264
-554823.540549,1001,826.728141
-552468.338133,1001,828.123057
-560025.326783,1001,829.131101
-545390.869068,1001,830.274037
-546622.632148,1001,830.772169
-560220.751643,1001,832.066243
-562156.342987,1001,833.702329
-558255.394804,1001,835.024453
-551262.859347,1001,835.526363
-549334.28892,1001,836.92193
-553758.040265,1001,838.657535
-543153.900767,1001,839.182075
-546549.153821,1001,840.337587
-542802.234211,1001,840.889149
-554644.258686,1001,843.352398
-553839.533302,1001,843.833961
-543090.562547,1001,844.985605
-562025.111979,1001,845.513639
-551957.235577,1001,847.862197
-553678.311709,1001,848.357749
-552263.908913,1001,849.50653
-553973.812374,1001,850.032069
-544530.209779,1001,852.416898
-565075.196588,1001,852.905559
-542214.954217,1001,854.002054
-548714.920215,1001,854.540244
-544376.424243,1001,856.158466
-551755.335851,1001,856.827524
-559962.003089,1001,857.901675
-568494.601522,1001,858.425213
-552394.123899,1001,859.582763
-554178.701415,1001,860.258493
-545649.991662,1001,861.94049
-550859.279014,1001,862.456865
-555026.651243,1001,863.577545
-555305.05262,1001,864.134819
-549574.836488,1001,866.00196
-545930.193739,1001,866.51031
-546306.76383,1001,867.57627
-548090.072979,1001,868.07568
-553684.043923,1001,870.180897
-549088.887734,1001,870.974155
-546549.443199,1001,872.008048
-546915.23203,1001,872.503154
-553272.315923,1001,874.438343
-547734.363234,1001,875.5032
-563508.433163,1001,876.528648
-526863.537039,1001,877.020731
-551232.700376,1001,878.499436
-539312.492627,1001,880.03976
-556449.783672,1001,881.074265
-539586.56501,1001,881.574735
-550490.362649,1001,883.198829
-549376.161072,1001,884.952852
-542352.845745,1001,886.025207
-545121.987858,1001,886.546062
-541248.694153,1001,887.462633
-549419.699974,1001,890.107245
-545527.738262,1001,890.596228
-551763.774348,1001,892.03259
-541910.604715,1001,893.959206
-560454.618691,1001,895.035762
-549734.33346,1001,895.531597
-537867.982063,1001,898.059741
-543996.23673,1001,898.704688
-543674.094307,1001,899.773247
-539906.673975,1001,900.281531
-538022.196806,1001,902.437538
-550211.963852,1001,903.174682
-539573.457599,1001,904.203452
-550246.830786,1001,904.704239
-551205.406427,1001,907.024824
-543165.699083,1001,907.798462
-559758.786404,1001,908.862266
-535926.198513,1001,909.371534
-554873.824264,1001,910.751935
-532993.02774,1001,911.954171
-560007.176125,1001,913.038287
-551217.739557,1001,913.532429
-543038.622403,1001,914.768778
-551731.224573,1001,916.293201
-544817.564755,1001,917.482995
-556499.434886,1001,917.976048
-547658.977378,1001,919.131287
-562443.01136,1001,919.78519
-540967.547933,1001,921.770723
-545536.366236,1001,922.255482
-532461.098006,1001,923.377738
-546582.626399,1001,923.963017
-555597.376643,1001,926.27414
-564763.707477,1001,926.757983
-545004.874866,1001,927.843122
-550202.834399,1001,928.374864
-540487.021838,1001,930.630766
-530714.27354,1001,931.114268
-540857.296473,1001,932.208393
-535468.567044,1001,932.735083
-560919.350001,1001,935.281087
-543160.291278,1001,935.791069
-535415.225427,1001,936.91103
-543552.024527,1001,937.483412
-557870.539812,1001,938.622818
-547998.091837,1001,940.496512
-545506.819027,1001,941.014729
-543208.916789,1001,942.1834
-543121.049877,1001,943.01461
-534743.451999,1001,944.667413
-544449.299367,1001,945.176343
-551463.077562,1001,946.301412
-549610.042169,1001,946.844214
-535467.054372,1001,948.34377
-531069.905722,1001,948.832627
-555615.048603,1001,949.970532
-551874.644217,1001,950.474031
-544127.737509,1001,951.845201
-537662.749279,1001,952.808346
-553252.577796,1001,953.956896
-547543.297449,1001,954.446017
-555734.784263,1001,955.610556
-535573.24761,1001,956.182811
-542885.845807,1001,957.870392
-558469.288809,1001,958.359215
-548018.887035,1001,959.502932
-559775.154881,1001,960.015202
-538970.36042,1001,961.741601
-549937.987814,1001,962.426502
-545251.228701,1001,963.551402
-550977.039603,1001,964.045613
-532876.345725,1001,965.264007
-544024.826898,1001,966.021395
-547980.115267,1001,967.701132
-545414.417381,1001,968.192668
-536356.396219,1001,969.393921
-553464.056598,1001,970.028795
-548699.290619,1001,972.336134
-546262.258419,1001,972.824625
-548889.766728,1001,974.020516
-542261.65511,1001,974.678156
-534176.162757,1001,976.927933
-528949.708834,1001,977.417625
-534005.221772,1001,978.605755
-538521.612954,1001,979.18522
-526874.886011,1001,981.272984
-538396.09633,1001,981.752465
-541539.696798,1001,982.907914
-532076.19458,1001,983.425069
-541270.614123,1001,984.082747
-543634.970399,1001,985.712584
-528456.529167,1001,986.190668
-545145.036364,1001,987.337366
-546434.04751,1001,987.845891
-553166.815358,1001,989.418472
-554385.269609,1001,989.969993
-534611.886064,1001,991.100423
-540464.879542,1001,991.592779
-545999.761255,1001,992.781085
-522283.369367,1001,993.492522
-549135.294082,1001,995.101798
-537264.122321,1001,995.587343
-533313.313779,1001,996.746071
-553220.560221,1001,997.261988
-556292.871973,1001,998.77124
-539165.693275,1001,999.254797
-550328.482116,1001,1000.387786
-540438.266777,1001,1000.881815
-558721.534573,1001,1002.088708
-536278.536255,1001,1002.767129
-516025.318637,1001,1004.313945
-537337.31059,1001,1004.804251
-540716.967885,1001,1005.965886
-539193.240809,1001,1006.523021
-547908.322589,1001,1008.496341
-546671.918252,1001,1008.976635
-544370.246745,1001,1010.120073
-538359.088832,1001,1010.649212
-546970.582237,1001,1012.926224
-538442.802408,1001,1013.410743
-536917.683694,1001,1014.546564
-540080.643483,1001,1015.053297
-542948.625846,1001,1016.755826
-544882.805777,1001,1017.61878
-536959.23292,1001,1018.753052
-523466.059781,1001,1019.254918
-541269.582045,1001,1020.623784
-541327.895911,1001,1022.081193
-526824.779963,1001,1023.223362
-529556.563952,1001,1023.721427
-545011.310547,1001,1024.953472
-531580.45886,1001,1025.695239
-554759.345418,1001,1026.503383
-538893.849008,1001,1027.630657
-552820.85026,1001,1028.118921
-516398.160981,1001,1029.285084
-527082.400319,1001,1029.866729
-541624.283433,1001,1031.568285
-526787.627395,1001,1032.047651
-552146.513432,1001,1033.202355
-544259.942478,1001,1033.727471
-541695.660946,1001,1035.778933
-528724.88132,1001,1036.262992
-548347.580861,1001,1037.400139
-527380.660212,1001,1037.898241
-530071.842435,1001,1039.207056
-540615.113469,1001,1040.008663
-538311.447603,1001,1041.150839
-553910.884119,1001,1041.640085
-517499.871542,1001,1042.792093
-528164.150367,1001,1043.360546
-532243.057138,1001,1044.982193
-527100.849474,1001,1045.459685
-545907.098605,1001,1046.598773
-530137.812732,1001,1047.097153
-543892.871897,1001,1048.470385
-529630.905207,1001,1049.284226
-527300.596139,1001,1050.415998
-529983.167406,1001,1050.906646
-537907.370423,1001,1052.074509
-545009.123824,1001,1052.637268
-535359.181775,1001,1054.364798
-547009.444908,1001,1054.843147
-531194.643376,1001,1055.97915
-532811.872457,1001,1056.48715
-536597.966029,1001,1058.004509
-532819.289309,1001,1058.656954
-539492.226395,1001,1059.787749
-532545.700355,1001,1060.283516
-546951.44275,1001,1061.517483
-532206.044315,1001,1062.326163
-541344.778014,1001,1063.893514
-522302.127967,1001,1064.37868
-537823.682968,1001,1065.538291
-527458.583478,1001,1066.071405
-552033.21123,1001,1067.973166
-543111.670816,1001,1068.443564
-527408.184788,1001,1068.923292
-528807.539572,1001,1070.076733
-510813.065807,1001,1070.603104
-522387.398678,1001,1072.154943
-516528.969403,1001,1072.631201
-520142.589315,1001,1073.778849
-519961.401938,1001,1074.278087
-508880.625071,1001,1075.526377
-522541.111662,1001,1076.354249
-541917.199346,1001,1077.632024
-548800.857211,1001,1078.117926
-531517.774438,1001,1079.286291
-529343.465226,1001,1079.861667
-539910.495935,1001,1081.930113
-529815.386355,1001,1082.412863
-526364.33659,1001,1083.563889
-541107.022219,1001,1084.099284
-519549.525541,1001,1086.016129
-510647.382128,1001,1086.497378
-532440.890862,1001,1087.633827
-533254.699713,1001,1088.136765
-520961.649457,1001,1089.586154
-530257.552807,1001,1090.591584
-527296.965177,1001,1091.71827
-536697.787652,1001,1092.210991
-532981.067285,1001,1093.397578
-532831.740884,1001,1093.991078
-531581.474502,1001,1095.558222
-546262.61427,1001,1096.038004
-527736.865818,1001,1097.172259
-525937.960152,1001,1097.672328
-539395.909626,1001,1098.978861
-518833.503961,1001,1099.527341
-522559.923754,1001,1100.648327
-535591.114064,1001,1101.139682
-521028.377029,1001,1102.293476
-523740.541156,1001,1102.831034
-525927.824286,1001,1104.368129
-519144.57548,1001,1104.843731
-534730.581594,1001,1105.974034
-528393.161963,1001,1106.471418
-517373.581767,1001,1107.717468
-529886.760896,1001,1108.393779
-541056.990045,1001,1109.540057
-517083.989416,1001,1110.023747
-536498.253103,1001,1110.517906
-540471.810669,1001,1111.701794
-537301.299332,1001,1112.321776
-544648.187233,1001,1113.828904
-544844.327181,1001,1114.30779
-524743.33272,1001,1115.453466
-534050.140985,1001,1115.95953
-535691.71092,1001,1117.493591
-524634.647163,1001,1118.000392
-526510.855824,1001,1119.126911
-529413.9405,1001,1119.620477
-533750.30946,1001,1120.790919
-530500.200034,1001,1121.389169
-536285.513594,1001,1122.931109
-524143.747823,1001,1123.409124
-529504.466866,1001,1124.554179
-534180.170511,1001,1125.058903
-531574.079126,1001,1126.514919
-536652.31763,1001,1127.050407
-532676.933445,1001,1128.176398
-519358.763491,1001,1128.669214
-528320.281278,1001,1129.842973
-548077.02174,1001,1130.421848
-527438.157818,1001,1131.988473
-533523.877088,1001,1132.464093
-541776.964035,1001,1133.606838
-528825.051435,1001,1134.108439
-520719.690222,1001,1135.543798
-531715.015125,1001,1136.193217
-513154.823061,1001,1137.318189
-534146.166425,1001,1137.808926
-533215.85886,1001,1138.966499
-527333.669095,1001,1139.509908
-518140.607234,1001,1141.035442
-523580.479656,1001,1141.51184
-527564.068687,1001,1142.64538
-532044.73664,1001,1143.141372
-527854.361393,1001,1144.406656
-529148.98897,1001,1145.001437
-524389.017634,1001,1146.117936
-539481.763088,1001,1146.602029
-543055.473919,1001,1147.746503
-523348.41407,1001,1148.248445
-521802.161263,1001,1149.596785
-526389.091036,1001,1150.074647
-531202.012034,1001,1150.553018
-526639.905405,1001,1151.691715
-519995.465866,1001,1152.190123
-521146.650284,1001,1153.482133
-522448.293097,1001,1154.196815
-519769.817729,1001,1155.333497
-529199.35464,1001,1155.821035
-523849.349769,1001,1156.979263
-524713.709474,1001,1157.525151
-517218.860943,1001,1159.169337
-532794.881157,1001,1159.648548
-547880.566849,1001,1160.789978
-520912.891126,1001,1161.30054
-521297.453664,1001,1163.230342
-522018.672461,1001,1163.90433
-518687.759435,1001,1165.034715
-528159.729,1001,1165.530736
-532703.889833,1001,1166.890476
-541650.362838,1001,1168.219024
-522866.185273,1001,1169.371992
-532219.47294,1001,1169.860898
-515744.202396,1001,1171.03342
-529336.69554,1001,1171.618608
-518138.559994,1001,1173.32454
-530150.887796,1001,1173.802351
