#{"t_start": 1715268483.15201, "env_id": "None"}
r,l,t
-533351.734179,1001,1174.944203
-523235.178755,1001,1175.457832
-542507.608045,1001,1177.14864
-534500.637599,1001,1177.656558
-531089.855557,1001,1178.784489
-534462.01146,1001,1179.278169
-531896.801531,1001,1180.538121
-539927.289103,1001,1181.594773
-526831.409363,1001,1182.901459
-544920.823615,1001,1183.388013
-529261.277247,1001,1184.561957
-524850.929519,1001,1185.110234
-540956.535096,1001,1186.984694
-528122.233088,1001,1187.457027
-507027.430878,1001,1188.58937
-521284.578879,1001,1189.086866
-535406.199146,1001,1190.433556
-533835.873862,1001,1191.183253
-517119.718401,1001,1191.661557
-539781.613598,1001,1192.799193
-538056.187194,1001,1193.301721
-528532.126717,1001,1194.661888
-518524.230842,1001,1195.756558
-540759.858676,1001,1196.927467
-525052.548735,1001,1197.421901
-513509.224659,1001,1198.62993
-514916.331776,1001,1199.424943
-542315.048475,1001,1201.417169
-531345.154505,1001,1201.90905
-523231.029361,1001,1203.109707
-536961.159163,1001,1203.845951
-538646.018317,1001,1205.942107
-520138.896091,1001,1206.426052
-516998.343808,1001,1207.58851
-534468.179772,1001,1208.210879
-535932.410646,1001,1210.339716
-515940.011779,1001,1210.822115
-531059.019103,1001,1211.978781
-527422.608876,1001,1212.557436
-534193.270605,1001,1214.769987
-522697.524495,1001,1215.247934
-524144.829921,1001,1216.39349
-529429.478018,1001,1216.93296
-538832.028021,1001,1219.275625
-511428.36397,1001,1219.75215
-520051.547373,1001,1220.911911
-517875.087954,1001,1221.451069
-532038.467092,1001,1223.732705
-532056.703365,1001,1224.21019
-524840.20357,1001,1225.356321
-515928.560892,1001,1225.897384
-526575.767739,1001,1228.435177
-524178.498441,1001,1228.93856
-524931.143705,1001,1230.093753
-528931.242072,1001,1230.64722
-537939.89868,1001,1232.706512
-528247.093842,1001,1233.221938
-521482.443483,1001,1234.373547
-496217.799145,1001,1234.901255
-542662.933015,1001,1236.363169
-528729.972113,1001,1237.241277
-523103.796108,1001,1238.388358
-533797.553257,1001,1238.907929
-523408.189061,1001,1239.438868
-520346.922596,1001,1241.474531
-529249.544973,1001,1242.237734
-532565.791378,1001,1243.405287
-521510.746384,1001,1243.93968
-525402.807912,1001,1245.686407
-532382.128207,1001,1246.600545
-524233.497435,1001,1247.759035
-513888.848596,1001,1248.288395
-532790.715499,1001,1249.574589
-519126.930034,1001,1250.591626
-523128.73534,1001,1251.896179
-518079.499899,1001,1252.420759
-520616.287892,1001,1253.62952
-523039.231359,1001,1254.287254
-536446.617722,1001,1256.115245
-518498.240078,1001,1256.628644
-529515.094029,1001,1257.802938
-518273.127464,1001,1258.382022
-521235.782226,1001,1260.459313
-527396.634358,1001,1260.977778
-519044.355794,1001,1262.141339
-529974.094572,1001,1262.68868
-518354.724073,1001,1264.908921
-523972.785713,1001,1265.415749
-530576.112661,1001,1266.569469
-513746.1361,1001,1267.102756
-535551.205396,1001,1268.635337
-521289.960431,1001,1269.413523
-528449.426096,1001,1270.55632
-525058.503805,1001,1271.081963
-519439.587831,1001,1272.436412
-517388.068097,1001,1273.765208
-535699.060663,1001,1275.000712
-521620.239047,1001,1275.521509
-521019.446532,1001,1276.783282
-527327.112098,1001,1277.628605
-512721.769682,1001,1279.278852
-509164.689015,1001,1279.793208
-542328.332429,1001,1280.992415
-526912.959219,1001,1281.57248
-518944.611096,1001,1283.628119
-526947.300988,1001,1284.128641
-516402.542248,1001,1285.277161
-533743.616668,1001,1285.81342
-525524.88299,1001,1286.412481
-520179.381231,1001,1287.868958
-532148.535468,1001,1288.369932
-512695.750729,1001,1289.52896
-521203.852095,1001,1290.058129
-515717.553051,1001,1291.344278
-542728.888733,1001,1291.978076
-522746.852819,1001,1293.124763
-525643.637195,1001,1293.639168
-524574.974427,1001,1294.823313
-515422.638397,1001,1295.452245
-529065.190543,1001,1297.17805
-499042.127257,1001,1297.681833
-528938.295982,1001,1298.850923
-533926.452258,1001,1299.393399
-527458.024521,1001,1301.385135
-517024.389175,1001,1301.903205
-518757.58568,1001,1303.063763
-513735.74056,1001,1303.594356
-526046.190758,1001,1305.795084
-510178.182639,1001,1306.482277
-506899.559184,1001,1307.636687
-499183.723395,1001,1308.165886
-513584.814212,1001,1309.672015
-523258.391126,1001,1310.72902
-510105.865756,1001,1311.882522
-514433.74151,1001,1312.410238
-521281.064775,1001,1313.70478
-528834.876015,1001,1314.779077
-534208.428046,1001,1316.178463
-512507.79206,1001,1316.692974
-532203.002007,1001,1317.938416
-520333.88654,1001,1318.676568
-523072.451661,1001,1320.446055
-518388.629653,1001,1320.95696
-528259.620491,1001,1322.12961
-520121.999798,1001,1322.703312
-512587.100047,1001,1324.782519
-505609.764131,1001,1325.281105
-514535.197728,1001,1326.429871
-516824.023029,1001,1326.970773
-511289.798806,1001,1328.652341
-521589.097893,1001,1329.213025
-513244.067121,1001,1330.361655
-515878.848021,1001,1330.883974
-533820.46157,1001,1331.419904
-511391.6544,1001,1333.416951
-516722.291238,1001,1333.96551
-519115.878762,1001,1335.120617
-507780.206395,1001,1335.64807
-515595.635164,1001,1336.988266
-509966.723592,1001,1337.85131
-530309.897177,1001,1339.034775
-524880.608506,1001,1339.549158
-510316.736142,1001,1340.747503
-512952.690513,1001,1341.38719
-529178.060804,1001,1343.15461
-518412.45643,1001,1343.658684
-529180.620853,1001,1344.826529
-517220.484349,1001,1345.36913
-515463.845692,1001,1347.21872
-530150.539599,1001,1347.734804
-508217.419564,1001,1348.890077
-504466.898569,1001,1349.413076
-517221.993109,1001,1350.735259
-516753.768503,1001,1351.633378
-514614.251106,1001,1352.82446
-513735.355416,1001,1353.341159
-508624.727299,1001,1354.537102
-503030.603428,1001,1355.143314
-525549.048586,1001,1356.923043
-509858.447282,1001,1357.42704
-527151.755653,1001,1358.591078
-514197.805681,1001,1359.13353
-522108.580349,1001,1360.875617
-507529.487684,1001,1361.401985
-499847.616425,1001,1362.550851
-515454.414951,1001,1363.075117
-521812.145269,1001,1364.332368
-526577.908563,1001,1365.10104
-503678.981413,1001,1366.365779
-526494.984729,1001,1366.877707
-533645.300963,1001,1368.039313
-518182.292538,1001,1368.579394
-510515.012766,1001,1370.263788
-500439.8292,1001,1370.786035
-527770.162102,1001,1371.948767
-515177.364528,1001,1372.487028
-513256.976556,1001,1375.004704
-530926.632216,1001,1375.536353
-527052.541846,1001,1376.043627
-515596.767074,1001,1377.24104
-527089.514952,1001,1377.797648
-506952.951113,1001,1379.743508
-512483.742594,1001,1380.243421
-530903.462364,1001,1381.423406
-517535.894168,1001,1381.962905
-513132.835649,1001,1383.715372
-504338.354375,1001,1384.299881
-516265.16405,1001,1385.477223
-504919.770957,1001,1386.011362
-508774.267575,1001,1387.7572
-513874.238147,1001,1388.834812
-498065.333287,1001,1389.998858
-510873.23755,1001,1390.523994
-502631.049315,1001,1391.932321
-519113.155103,1001,1393.152207
-517784.413201,1001,1394.364208
-525236.521282,1001,1394.891271
-522207.412181,1001,1396.216274
-516651.412727,1001,1397.411216
-514893.953846,1001,1398.759093
-520473.546265,1001,1399.276756
-521934.012046,1001,1400.49613
-509470.225261,1001,1401.125942
-521898.002398,1001,1402.70686
-511298.519511,1001,1403.220898
-514127.456199,1001,1404.401222
-514389.321844,1001,1404.950962
-501987.843537,1001,1406.626932
-519094.906443,1001,1407.141143
-509963.745522,1001,1408.296013
-507871.834959,1001,1408.816825
-511653.033509,1001,1410.077442
-517301.743594,1001,1410.833774
-510076.818717,1001,1412.241084
-522035.312336,1001,1412.755582
-528075.221441,1001,1413.990759
-519417.90109,1001,1414.573961
-518518.778038,1001,1416.582312
-513438.930574,1001,1417.076322
-527914.897171,1001,1418.18997
-520871.774871,1001,1418.689703
-515648.041188,1001,1419.240362
-522299.318516,1001,1420.995363
-505751.30425,1001,1421.467788
-525239.643191,1001,1422.582904
-521480.684812,1001,1423.087217
-522678.311021,1001,1425.403552
-507805.425448,1001,1425.950209
-513510.706797,1001,1427.052849
-520812.016519,1001,1427.551297
-521589.386163,1001,1429.248345
-529778.149016,1001,1430.294677
-515503.411749,1001,1431.387806
-514543.503806,1001,1431.880115
-516482.693417,1001,1433.121271
-519248.341889,1001,1434.334529
-525026.880883,1001,1435.554704
-513767.091223,1001,1436.040176
-525315.757528,1001,1437.182312
-510962.075101,1001,1437.804818
-524825.039592,1001,1440.019965
-521786.461169,1001,1440.499189
-520383.91474,1001,1441.630479
-511675.047155,1001,1442.189497
-509262.106293,1001,1444.281378
-519239.929685,1001,1444.757424
-521479.377703,1001,1445.876938
-517076.146644,1001,1446.401934
-522502.428443,1001,1448.591671
-529474.855625,1001,1449.062696
-527923.960132,1001,1450.164486
-519025.502796,1001,1450.666759
-520360.554913,1001,1452.370069
-526078.574575,1001,1453.151735
-516609.903696,1001,1454.232043
-522547.872601,1001,1454.72001
-529787.040494,1001,1455.886049
-524851.756537,1001,1456.496096
-514269.418524,1001,1458.241638
-520189.213188,1001,1458.720053
-519277.072454,1001,1459.852725
-523086.073944,1001,1460.392874
-508034.314263,1001,1462.822792
-526463.049758,1001,1463.296796
-529063.755099,1001,1464.418157
-502226.501523,1001,1464.938883
-519265.121493,1001,1465.67043
-511902.548337,1001,1467.536008
-513701.624379,1001,1468.014978
-510796.21211,1001,1469.146209
-516275.942932,1001,1469.730856
-522359.634428,1001,1471.601104
-514093.162587,1001,1472.073419
-510000.353131,1001,1473.181145
-515142.227336,1001,1473.682266
-524441.108259,1001,1475.311262
-504587.446416,1001,1475.983402
-524532.920831,1001,1477.070573
-518465.695034,1001,1477.559073
-516946.82598,1001,1478.709472
-517411.117076,1001,1479.407758
-502740.419105,1001,1481.215342
-507166.293544,1001,1481.69448
-518897.535695,1001,1482.817515
-517545.06876,1001,1483.348288
-498561.018652,1001,1485.208728
-503656.97049,1001,1485.680421
-518626.593946,1001,1486.790653
-506245.69491,1001,1487.30603
-507711.508698,1001,1489.377267
-503545.210674,1001,1489.98247
-512069.535091,1001,1491.145606
-507893.408517,1001,1491.687298
-511413.383923,1001,1493.097433
-498874.606394,1001,1493.970836
-506639.333541,1001,1495.117059
-506264.834067,1001,1495.64286
-499558.243692,1001,1496.846523
-502303.214547,1001,1497.468928
-508462.212918,1001,1499.095802
-502392.954911,1001,1499.608697
-504175.933136,1001,1500.77084
-509427.056272,1001,1501.322383
-506289.843917,1001,1502.696515
-513861.974608,1001,1503.23673
-510541.618511,1001,1504.379328
-505087.374486,1001,1504.909536
-514148.127134,1001,1506.140887
-520371.689403,1001,1506.728244
-520430.672026,1001,1508.080764
-517965.992194,1001,1508.588699
-505978.713901,1001,1509.103669
-510094.378054,1001,1510.2779
-509403.799028,1001,1510.829359
-526420.013564,1001,1512.251936
-506070.269151,1001,1512.756147
-499266.502968,1001,1513.926447
-506032.899722,1001,1514.469384
-505265.078193,1001,1515.754539
-502248.439394,1001,1516.592441
-507100.705808,1001,1517.855564
-497987.132007,1001,1518.38187
-494827.386471,1001,1519.576713
-490300.514694,1001,1520.149494
-507213.025433,1001,1521.728626
-508188.822319,1001,1522.23409
-516583.734505,1001,1523.414257
-500516.691833,1001,1523.961492
-505649.989108,1001,1525.320066
-509191.734072,1001,1525.995911
-488012.396994,1001,1527.142694
-505460.508126,1001,1527.667451
-501800.271121,1001,1528.861095
-518400.27646,1001,1529.447278
-516559.797009,1001,1530.914564
-512510.653898,1001,1531.419172
-495553.665671,1001,1532.584409
-507277.72782,1001,1533.132068
-504115.518242,1001,1534.516434
-505587.932806,1001,1535.205629
-497947.912093,1001,1536.353405
-516440.846657,1001,1536.884887
-496349.563116,1001,1538.126666
-488719.011786,1001,1538.7964
-494561.963694,1001,1540.307902
-508178.947755,1001,1540.825989
-498845.748085,1001,1542.006221
-513839.81568,1001,1542.570421
-482169.613269,1001,1544.398635
-510160.084022,1001,1544.927315
-496810.576527,1001,1546.078291
-511421.901053,1001,1546.619048
-493177.116114,1001,1547.941015
-505757.996958,1001,1548.987325
-511391.381945,1001,1550.232821
-511986.581905,1001,1550.770403
-502062.486717,1001,1551.327417
-508815.621504,1001,1553.573179
-510050.804156,1001,1554.289551
-498108.623335,1001,1555.461796
-509773.50586,1001,1556.006972
-500129.47163,1001,1557.459373
-509598.050107,1001,1558.240957
-507195.441759,1001,1559.391729
-494089.097868,1001,1559.922357
-507583.238678,1001,1561.137668
-506238.029102,1001,1561.803422
-508794.077178,1001,1563.394704
-500683.294114,1001,1563.908862
-519907.48663,1001,1565.080276
-493900.168256,1001,1565.640643
-515601.845758,1001,1567.340088
-510420.38726,1001,1567.839001
-526036.385558,1001,1568.990275
-507548.280077,1001,1569.520592
-502089.948655,1001,1570.733073
-508238.292735,1001,1571.34048
-504936.401422,1001,1572.508883
-495114.480076,1001,1573.023232
-507194.892365,1001,1574.189953
-494414.016539,1001,1574.740318
-499257.693694,1001,1576.034745
-504907.382441,1001,1576.546299
-494184.443721,1001,1577.70854
-492969.934918,1001,1578.241902
-501857.843318,1001,1579.463545
-501459.485549,1001,1580.098504
-498647.155122,1001,1581.549612
-502593.629643,1001,1582.065002
-487546.645659,1001,1583.235394
-506557.449205,1001,1583.788604
-500896.467889,1001,1585.151288
-486103.882914,1001,1585.701924
-508908.712604,1001,1586.847814
-510314.280722,1001,1587.378759
-512638.089952,1001,1588.579637
-498629.254421,1001,1589.159632
-500483.634651,1001,1590.557885
-502580.208429,1001,1591.067118
-501945.990614,1001,1591.587804
-507209.634257,1001,1592.784301
-485905.547215,1001,1593.378435
-500708.450306,1001,1595.055742
-499708.713697,1001,1595.564258
-485173.373436,1001,1596.747848
-518205.223557,1001,1597.297357
-505859.442187,1001,1598.705776
-481694.259637,1001,1599.465479
-473432.721442,1001,1600.621828
-487917.558254,1001,1601.153576
-495961.417419,1001,1602.378029
-509032.030811,1001,1603.05773
-511289.692412,1001,1604.786616
-491117.831307,1001,1605.302106
-485600.612832,1001,1606.494376
-493746.765512,1001,1607.08418
-492593.742881,1001,1609.074071
-495823.023037,1001,1609.580976
-505761.817985,1001,1610.746994
-497921.353093,1001,1611.300746
-483133.881094,1001,1612.858385
-511764.590779,1001,1613.429305
-500822.767261,1001,1614.577017
-511366.631447,1001,1615.106744
-513730.742677,1001,1616.325682
-510067.099964,1001,1616.94372
-509949.822627,1001,1618.334091
-512057.584963,1001,1618.846185
-509057.404747,1001,1620.007263
-488375.216841,1001,1620.559256
-498665.29349,1001,1621.996711
-496236.042181,1001,1622.550132
-490645.073483,1001,1623.69818
-497686.068219,1001,1624.229886
-494165.000639,1001,1625.464231
-499703.910479,1001,1626.092082
-482960.13676,1001,1627.493849
-514548.690169,1001,1628.010201
-489058.361407,1001,1629.171451
-494544.241152,1001,1629.724678
-493714.314725,1001,1631.092471
-492011.135939,1001,1631.611385
-495509.913075,1001,1632.746736
-489433.860091,1001,1633.27189
-477171.013591,1001,1633.801178
-506147.824336,1001,1635.01219
-492729.109921,1001,1635.618848
-491569.941287,1001,1636.819191
-504380.434868,1001,1637.339322
-481940.790212,1001,1638.525249
-496279.230437,1001,1639.092668
-491409.551744,1001,1640.686237
-511487.270159,1001,1641.211086
-483377.379444,1001,1642.381924
-482830.428906,1001,1642.932701
-502277.928119,1001,1644.287357
-480501.624167,1001,1645.252734
-484731.402998,1001,1646.430321
-484225.936239,1001,1646.959088
-497361.295719,1001,1648.157109
-498297.411996,1001,1648.731378
-502322.986828,1001,1650.119714
-481884.857709,1001,1650.622329
-503612.69403,1001,1651.792274
-500301.02721,1001,1652.334738
-497353.933076,1001,1653.585638
-495008.103304,1001,1654.228561
-493898.357487,1001,1655.38527
-498249.333727,1001,1655.912309
-489524.181979,1001,1657.108348
-482249.618514,1001,1657.700359
-490539.414938,1001,1659.253412
-475242.033801,1001,1659.760435
-480878.578333,1001,1660.917634
-497119.395451,1001,1661.4629
-482291.909758,1001,1662.840957
-494974.870321,1001,1663.686402
-492743.981754,1001,1664.842232
-482715.954182,1001,1665.375006
-483854.619991,1001,1666.600459
-512253.749213,1001,1667.224146
-497658.997556,1001,1668.88571
-468653.59096,1001,1669.398144
-483718.855194,1001,1670.569938
-497367.429645,1001,1671.137195
-505041.750216,1001,1672.686415
-493143.681063,1001,1673.227544
-485906.684352,1001,1674.380222
-508569.4109,1001,1674.919482
-513050.938191,1001,1675.467762
-502496.983208,1001,1676.890982
-493077.496662,1001,1677.563625
-479844.109855,1001,1678.718208
-495248.885832,1001,1679.248726
-489369.540181,1001,1680.472706
-476253.390842,1001,1681.112109
-492249.15161,1001,1682.621747
-475059.53268,1001,1683.139517
-485631.448845,1001,1684.319717
-507811.771253,1001,1684.883299
-457053.821923,1001,1686.618941
-486993.785438,1001,1687.146338
-467394.686101,1001,1688.30964
-490163.54852,1001,1688.849558
-472552.150371,1001,1690.126268
-505221.383311,1001,1690.902428
-491630.396193,1001,1692.098707
-487281.660665,1001,1692.620463
-479262.928684,1001,1693.801051
-478452.024006,1001,1694.360321
-479148.620883,1001,1695.893878
-476275.865579,1001,1696.397172
-464122.29707,1001,1697.561958
-481097.071747,1001,1698.102653
-495090.713496,1001,1699.382382
-462994.175552,1001,1700.080379
-481735.510228,1001,1701.263585
-473306.154699,1001,1701.78822
-478546.995843,1001,1702.977765
-489787.338454,1001,1703.546752
-498677.443828,1001,1705.017941
-470606.399664,1001,1705.520061
-485337.000797,1001,1706.681282
-479764.79887,1001,1707.228087
-502849.909829,1001,1708.544937
-497458.760042,1001,1709.370666
-464497.277314,1001,1710.544286
-486873.585452,1001,1711.069429
-486416.101606,1001,1712.256461
-493728.370025,1001,1712.829215
-494098.403226,1001,1714.332697
-469844.71421,1001,1714.833973
-493826.598027,1001,1715.990926
-485902.881657,1001,1716.533001
-497505.057381,1001,1717.090081
-471983.116498,1001,1718.637244
-470630.019755,1001,1719.156003
-485157.323226,1001,1720.332438
-474769.97321,1001,1720.875737
-483792.153745,1001,1722.226876
-487128.275234,1001,1723.203755
-484149.013735,1001,1724.418221
-501919.62337,1001,1724.950472
-475081.398373,1001,1726.170934
-486969.156303,1001,1726.874592
-483112.065637,1001,1728.855257
-474630.163257,1001,1729.381995
-469871.112133,1001,1730.594076
-457952.336845,1001,1731.258239
-469446.996313,1001,1733.144102
-457487.15202,1001,1733.656464
-480480.166392,1001,1734.82678
-486120.762591,1001,1735.380359
-475857.021966,1001,1736.893767
-464785.605935,1001,1737.494479
-482103.648847,1001,1738.659375
-462071.143521,1001,1739.201864
-479584.81324,1001,1740.487222
-465788.835723,1001,1741.317683
-487632.627308,1001,1742.718121
-486563.820498,1001,1743.244673
-482644.813035,1001,1744.436283
-476879.039736,1001,1745.02191
-457149.39961,1001,1746.895099
-454991.55257,1001,1747.410835
-481304.645223,1001,1748.590528
-482002.198118,1001,1749.164826
-476900.537961,1001,1751.303475
-463354.027574,1001,1751.823529
-469198.60094,1001,1752.993481
-465936.598446,1001,1753.551219
-460061.286883,1001,1755.153113
-476475.252325,1001,1755.963676
-462423.969596,1001,1757.112099
-490823.167283,1001,1757.65432
-482428.921257,1001,1758.963615
-489971.081928,1001,1759.863987
-481024.001668,1001,1760.553361
-472826.287547,1001,1761.729479
-466065.746067,1001,1762.271585
-465433.392965,1001,1763.575233
-466633.089689,1001,1764.554115
-492265.372922,1001,1765.795921
-481260.719941,1001,1766.319284
-479570.214976,1001,1767.522969
-461414.903563,1001,1768.141372
-452577.006885,1001,1769.843294
-448911.634837,1001,1770.358899
-466924.392881,1001,1771.540068
-472538.680093,1001,1772.108649
-441130.392239,1001,1774.095255
-467874.308381,1001,1774.590054
-465504.250159,1001,1775.724871
-479664.073246,1001,1776.237934
-476133.236873,1001,1778.19664
-475828.157323,1001,1779.013572
-463148.420086,1001,1780.137893
-468024.949141,1001,1780.640289
-477301.715359,1001,1781.957604
-462806.671065,1001,1783.112407
-474773.277735,1001,1784.280988
-460555.361354,1001,1784.773385
-466586.052543,1001,1785.939823
-472776.197751,1001,1786.559682
-464904.325582,1001,1788.4612
-465366.436167,1001,1788.947092
-470837.609596,1001,1790.079898
-472624.134588,1001,1790.617803
-457487.108446,1001,1792.60713
-442329.526769,1001,1793.09307
-469863.134302,1001,1794.222158
-458635.252245,1001,1794.732608
-465847.631786,1001,1796.252111
-457819.155073,1001,1797.308472
-445658.176082,1001,1798.431439
-443364.77416,1001,1798.935013
-463921.137461,1001,1800.205304
-466956.809271,1001,1801.726251
-455244.101549,1001,1802.92309
-485830.802433,1001,1803.423142
-458988.350736,1001,1804.628146
-446893.666847,1001,1805.336117
-448950.418603,1001,1806.296386
-470248.29371,1001,1807.418467
-457405.966356,1001,1807.91632
-468840.458512,1001,1809.078956
-473832.519293,1001,1809.802241
-462422.954568,1001,1811.499125
-485934.396724,1001,1811.983237
-459586.981765,1001,1813.118221
-468885.062694,1001,1813.632496
-452169.365094,1001,1815.111326
-463416.414249,1001,1815.608446
-470074.987617,1001,1816.712815
-454683.858431,1001,1817.213154
-450222.369495,1001,1818.364902
-482421.208226,1001,1818.999221
-458516.248996,1001,1820.466358
-451481.756736,1001,1820.960076
-461640.111732,1001,1822.097653
-431166.149956,1001,1822.616216
-464986.125486,1001,1824.386759
-449293.908285,1001,1824.899977
-463677.355524,1001,1826.01753
-469450.264717,1001,1826.518661
-462733.741084,1001,1827.738921
-456112.086839,1001,1828.51668
-446188.178854,1001,1829.78424
-443783.703324,1001,1830.273344
-457624.368337,1001,1831.409961
-479790.739986,1001,1831.9254
-452675.079113,1001,1833.405279
-455745.291959,1001,1833.897522
-457907.593854,1001,1835.011131
-448554.029037,1001,1835.511483
-451427.972317,1001,1836.706305
-450451.086969,1001,1837.334922
-451217.17929,1001,1838.740806
-469608.347756,1001,1839.226293
-465753.731176,1001,1840.360044
-463110.95115,1001,1840.874097
-441748.930306,1001,1842.607032
-453825.368246,1001,1843.169849
-450392.530648,1001,1844.285289
-477830.840874,1001,1844.787152
-467929.065254,1001,1845.996384
-446564.415898,1001,1846.684447
-455965.628582,1001,1847.325356
-428553.653332,1001,1848.445209
-448391.161728,1001,1848.941028
-444394.876628,1001,1850.09879
-471238.719565,1001,1850.656973
-447794.487534,1001,1852.150001
-449926.731949,1001,1852.629135
-458664.472617,1001,1853.767443
-450099.853535,1001,1854.271483
-441796.754879,1001,1855.542656
-439368.561326,1001,1856.42162
-456291.94785,1001,1857.568574
-457235.138957,1001,1858.063506
-468054.614595,1001,1859.21413
-449946.885511,1001,1859.824183
-450199.467344,1001,1861.625324
-446296.834238,1001,1862.113506
-443666.779058,1001,1863.253251
-444576.013205,1001,1863.776672
-446222.701662,1001,1865.742206
-442932.745422,1001,1866.269541
-439900.581971,1001,1867.438224
-455518.864652,1001,1867.987313
-452148.887445,1001,1869.365235
-455643.812893,1001,1870.190024
-441464.295917,1001,1871.359061
-442233.800449,1001,1871.896898
-449505.084635,1001,1873.171188
-446713.078279,1001,1873.879573
-447304.323613,1001,1875.702613
-423716.833582,1001,1876.226803
-429471.632335,1001,1877.422345
-447512.590226,1001,1878.001836
-440546.276992,1001,1879.543724
-441835.647601,1001,1880.052517
-436978.802782,1001,1881.214182
-439637.812928,1001,1881.763708
-435955.770427,1001,1883.184419
-434597.972742,1001,1884.003078
-453956.961774,1001,1885.151151
-443487.327839,1001,1885.684258
-443514.994499,1001,1886.904226
-446537.766354,1001,1887.498756
-453325.115439,1001,1889.079693
-450238.458687,1001,1889.601429
-439698.408176,1001,1890.139617
-445884.400894,1001,1891.400557
-453211.60967,1001,1892.245753
-446091.396786,1001,1894.289209
-447902.355381,1001,1894.817851
-450806.288131,1001,1896.071848
-454239.394468,1001,1897.344751
-448071.845821,1001,1899.06477
-434091.121836,1001,1899.601449
-460897.990274,1001,1900.900846
-441792.274319,1001,1901.959467
-430048.364201,1001,1903.562086
-437034.248198,1001,1904.095569
-437626.958746,1001,1905.340712
-437277.041573,1001,1906.49332
-449043.978405,1001,1908.220098
-443279.103351,1001,1908.753017
-441059.557902,1001,1909.9774
-434917.20062,1001,1910.696848
-443879.448157,1001,1912.291251
-430528.061065,1001,1912.814892
-434008.897807,1001,1913.997123
-438096.733635,1001,1914.56795
-435494.887687,1001,1916.213821
-444769.498359,1001,1916.719202
-444369.133598,1001,1917.890588
-450628.913141,1001,1918.435421
-442100.459153,1001,1919.749619
-421949.818585,1001,1920.565955
-436565.730344,1001,1921.739808
-449095.101066,1001,1922.270653
-432520.153511,1001,1923.489636
-441207.436445,1001,1924.101364
-435016.868313,1001,1925.723907
-448239.143202,1001,1926.239176
-437552.773573,1001,1927.417592
-434904.742509,1001,1927.975294
-451795.621503,1001,1929.375653
-434777.978396,1001,1929.918917
-447336.34836,1001,1931.063678
-433277.752574,1001,1931.593318
-452400.421114,1001,1932.774453
-424736.302038,1001,1933.299426
-459838.780602,1001,1933.933777
-426032.259565,1001,1935.112313
-429988.026606,1001,1935.602651
-439723.827056,1001,1936.743391
-428406.764711,1001,1937.255278
-433157.877026,1001,1938.694646
-421748.908959,1001,1939.202951
-434625.471583,1001,1940.323925
-432079.78874,1001,1940.828071
-421121.565403,1001,1941.982391
-436832.236613,1001,1942.564871
-443268.610043,1001,1943.961369
-440201.291509,1001,1944.446245
-444023.366739,1001,1945.584831
-436680.161702,1001,1946.088594
-438007.557039,1001,1947.392132
-428690.638397,1001,1948.05839
-430205.922634,1001,1949.096742
-419310.784851,1001,1949.593056
-432159.510815,1001,1950.670019
-431499.966438,1001,1951.19269
-431444.139053,1001,1952.523631
-447729.233352,1001,1953.005373
-443471.476874,1001,1954.122639
-435658.569263,1001,1954.624477
-424050.472947,1001,1955.781491
-435456.754631,1001,1956.401886
-430318.075936,1001,1957.979253
-451400.444117,1001,1958.472061
-441988.291072,1001,1959.612278
-417172.040624,1001,1960.145726
-455900.354344,1001,1961.942472
-441579.940201,1001,1962.424126
-447766.071096,1001,1963.546865
-436415.136773,1001,1964.054836
-429262.40914,1001,1965.381509
-421672.728409,1001,1966.379407
-420523.795204,1001,1967.545375
-441673.58543,1001,1968.047585
-431524.6107,1001,1969.251571
-432694.106479,1001,1969.89651
-436919.416938,1001,1971.869652
-409264.694512,1001,1972.357687
-421181.284221,1001,1973.497943
-426828.926016,1001,1974.03543
-442877.923249,1001,1974.846581
-442376.810012,1001,1976.499332
-434489.729705,1001,1976.996098
-431408.18057,1001,1978.145375
-433756.056762,1001,1978.766299
-427925.759945,1001,1980.978007
-428901.234842,1001,1981.472411
-428252.220284,1001,1982.627982
-432533.826093,1001,1983.296535
-423015.282146,1001,1985.767279
-421581.716281,1001,1986.260902
-426079.929021,1001,1987.406112
-410391.063081,1001,1988.040561
-424551.938544,1001,1990.491845
-433967.224417,1001,1990.990181
-439163.442265,1001,1992.173481
-435084.62081,1001,1992.938949
-419850.065455,1001,1995.113465
-414534.118592,1001,1995.606671
-428929.386389,1001,1996.747041
-431888.950864,1001,1997.331046
-422662.745078,1001,1999.250703
-424473.097765,1001,1999.73919
-436891.493667,1001,2000.88704
-422970.12194,1001,2001.424937
-429161.299618,1001,2003.564302
-426153.051947,1001,2004.050776
-427699.979149,1001,2005.182232
-428104.829111,1001,2005.696482
-421234.552441,1001,2007.403051
-438762.737861,1001,2008.120692
-432147.12346,1001,2009.240474
-417075.892934,1001,2009.746272
-435117.014519,1001,2011.058416
-431761.819948,1001,2012.586216
-438461.657337,1001,2013.754894
-423046.730485,1001,2014.254108
-397695.554152,1001,2015.494544
-400024.455883,1001,2016.453804
-427671.914719,1001,2018.140966
-436114.051509,1001,2018.641807
-398625.838361,1001,2019.895989
-431942.84646,1001,2021.561385
-402384.422072,1001,2022.894625
-435142.903279,1001,2023.393343
-425516.77591,1001,2023.899196
-422300.217934,1001,2025.265405
-420192.677607,1001,2026.260067
-430913.063527,1001,2027.406127
-402576.75631,1001,2027.906852
-414226.383191,1001,2029.100759
-407590.068117,1001,2030.003049
-407286.588895,1001,2031.74491
