#{"t_start": 1715282106.299728, "env_id": "None"}
r,l,t
2300.0,34,346.782677
2300.0,34,346.800977
2300.0,34,346.8205
2300.0,34,346.839068
2300.0,34,346.857417
2300.0,34,346.875755
2300.0,34,346.894141
2300.0,34,346.912517
2300.0,34,346.930902
2300.0,34,346.949213
2300.0,34,346.967566
2300.0,34,346.986021
2300.0,34,347.004409
2300.0,34,347.022874
2300.0,34,347.041418
2300.0,34,347.059919
2300.0,34,347.078348
2300.0,34,347.096839
2300.0,34,347.115462
2300.0,34,347.133966
2300.0,34,347.823116
2300.0,34,347.84138
2300.0,34,347.859837
2300.0,34,347.878503
2300.0,34,347.89729
2300.0,34,347.916463
2300.0,34,347.935738
2300.0,34,347.960523
2300.0,34,347.980045
2300.0,34,347.999581
2300.0,34,348.019413
2300.0,34,348.039176
2300.0,34,348.058997
2300.0,34,348.079017
2300.0,34,348.099003
2300.0,34,348.119051
2300.0,34,348.139185
2300.0,34,348.159277
2300.0,34,348.179712
2300.0,34,348.199906
2300.0,34,348.220281
2300.0,34,348.240826
2300.0,34,348.261405
2300.0,34,348.282143
2300.0,34,348.303151
2300.0,34,348.325416
2300.0,34,348.346863
2300.0,34,348.368178
2300.0,34,348.391073
2300.0,34,348.412957
2300.0,34,348.435037
2300.0,34,348.457229
2300.0,34,348.479484
2300.0,34,348.502105
2300.0,34,348.525437
2300.0,34,348.548972
2300.0,34,348.57927
2300.0,34,348.603981
2300.0,34,348.629019
2300.0,34,348.654711
2300.0,34,348.680384
2300.0,34,348.70714
2300.0,34,348.734715
2300.0,34,348.763174
2300.0,34,348.792559
2300.0,34,348.824226
2300.0,34,348.855033
2300.0,34,348.887215
2300.0,34,348.91992
2300.0,34,348.955623
2300.0,34,348.991338
2300.0,34,349.029191
2300.0,34,349.068378
2300.0,34,349.109382
2300.0,34,349.150755
2300.0,34,349.195935
2300.0,34,349.244624
2300.0,34,349.298699
2300.0,34,349.36241
2300.0,34,349.437035
2300.0,34,349.545303
2300.0,34,351.106971
2300.0,34,351.1238
2300.0,34,351.1408
2300.0,34,351.158093
2300.0,34,351.175524
2300.0,34,351.198185
2300.0,34,351.21602
2300.0,34,351.233834
2300.0,34,351.251686
2300.0,34,351.269521
2300.0,34,351.287373
2300.0,34,351.305431
2300.0,34,351.324566
2300.0,34,351.342566
2300.0,34,351.360592
2300.0,34,351.378793
2300.0,34,351.398031
2300.0,34,351.416107
2300.0,34,351.434238
2300.0,34,351.45238
2300.0,34,351.470656
2300.0,34,351.48885
2300.0,34,351.507038
2300.0,34,351.525259
2300.0,34,351.54349
2300.0,34,351.561722
2300.0,34,351.580055
2300.0,34,351.598299
2300.0,34,351.616651
2300.0,34,351.635103
2300.0,34,351.653591
2300.0,34,351.671992
2300.0,34,351.690429
2300.0,34,351.708888
2300.0,34,351.732477
2300.0,34,351.750984
2300.0,34,351.769398
2300.0,34,351.787781
2300.0,34,351.806459
2300.0,34,351.82573
2300.0,34,351.844182
2300.0,34,351.862785
2300.0,34,351.881363
2300.0,34,351.899946
2300.0,34,351.918576
2300.0,34,351.937167
2300.0,34,351.957177
2300.0,34,351.975922
2300.0,34,351.994662
2300.0,34,352.013381
2300.0,34,352.032112
2300.0,34,352.050877
2300.0,34,352.069724
2300.0,34,352.088576
2300.0,34,352.10745
2300.0,34,352.126385
2300.0,34,352.145237
2300.0,34,352.164156
2300.0,34,352.183075
2300.0,34,352.202104
2300.0,34,352.912354
2300.0,34,352.931027
2300.0,34,352.94998
2300.0,34,352.969042
2300.0,34,352.993907
2300.0,34,353.013435
2300.0,34,353.033133
2300.0,34,353.05289
2300.0,34,353.07291
2300.0,34,353.092922
2300.0,34,353.112955
2300.0,34,353.133057
2300.0,34,353.154488
2300.0,34,353.175152
2300.0,34,353.195781
2300.0,34,353.216261
2300.0,34,353.237158
2300.0,34,353.258109
2300.0,34,353.27917
2300.0,34,353.300492
2300.0,34,353.323561
2300.0,34,353.345324
2300.0,34,353.367076
2300.0,34,353.38921
2300.0,34,353.411556
2300.0,34,353.434642
2300.0,34,353.457997
2300.0,34,353.481853
2300.0,34,353.505795
2300.0,34,353.530362
2300.0,34,353.555523
2300.0,34,353.581056
2300.0,34,353.607161
2300.0,34,353.64123
2300.0,34,353.668874
2300.0,34,353.697033
2300.0,34,353.726164
2300.0,34,353.756961
2300.0,34,353.787573
2300.0,34,353.818949
2300.0,34,353.85228
2300.0,34,353.885197
2300.0,34,353.919389
2300.0,34,353.955613
2300.0,34,353.993833
2300.0,34,354.035405
2300.0,34,354.07876
2300.0,34,354.12647
2300.0,34,354.179062
2300.0,34,354.238012
2300.0,34,354.303849
2300.0,34,354.378195
2300.0,34,354.458018
2300.0,34,354.536543
2300.0,34,354.608554
2300.0,34,354.673515
2300.0,34,354.727812
2300.0,34,354.776247
2300.0,34,354.819186
2300.0,34,354.859586
2300.0,34,355.736488
2300.0,34,355.752528
2300.0,34,355.773857
2300.0,34,355.79096
2300.0,34,355.808501
2300.0,34,355.827411
2300.0,34,355.845196
2300.0,34,355.862986
2300.0,34,355.880905
2300.0,34,355.898832
2300.0,34,355.916909
2300.0,34,355.93504
2300.0,34,355.953146
2300.0,34,355.971262
2300.0,34,355.989401
2300.0,34,356.007586
2300.0,34,356.025735
2300.0,34,356.043962
2300.0,34,356.062042
2300.0,34,356.080281
2300.0,34,356.098426
2300.0,34,356.116638
2300.0,34,356.134941
2300.0,34,356.15449
2300.0,34,356.173077
2300.0,34,356.191377
2300.0,34,356.2097
2300.0,34,356.227985
2300.0,34,356.246267
2300.0,34,356.264666
2300.0,34,356.282981
2300.0,34,356.301314
2300.0,34,356.326405
2300.0,34,356.344962
2300.0,34,356.363471
2300.0,34,356.381922
2300.0,34,356.400429
2300.0,34,356.418886
2300.0,34,356.437475
2300.0,34,356.455973
2300.0,34,356.474417
2300.0,34,356.492972
2300.0,34,356.511517
2300.0,34,356.530098
2300.0,34,356.548563
2300.0,34,356.567112
2300.0,34,356.585614
2300.0,34,356.604193
2300.0,34,356.622756
2300.0,34,356.641474
2300.0,34,356.660204
2300.0,34,356.678762
2300.0,34,356.697308
2300.0,34,356.715984
2300.0,34,356.734686
2300.0,34,356.75459
2300.0,34,356.773558
2300.0,34,356.792254
2300.0,34,356.811418
2300.0,34,356.831698
2300.0,34,357.500503
2300.0,34,357.526145
2300.0,34,357.546154
2300.0,34,357.566109
2300.0,34,357.586011
2300.0,34,357.605803
2300.0,34,357.62566
2300.0,34,357.645721
2300.0,34,357.665716
2300.0,34,357.685661
2300.0,34,357.705622
2300.0,34,357.725609
2300.0,34,357.7457
2300.0,34,357.765719
2300.0,34,357.785823
2300.0,34,357.806289
2300.0,34,357.827393
2300.0,34,357.847721
2300.0,34,357.867965
2300.0,34,357.888247
2300.0,34,357.908695
2300.0,34,357.929233
2300.0,34,357.950065
2300.0,34,357.971811
2300.0,34,357.992504
2300.0,34,358.013433
2300.0,34,358.034572
2300.0,34,358.055839
2300.0,34,358.077668
2300.0,34,358.099462
2300.0,34,358.12168
2300.0,34,358.1507
2300.0,34,358.173592
2300.0,34,358.196883
2300.0,34,358.22058
2300.0,34,358.244604
2300.0,34,358.268778
2300.0,34,358.293419
2300.0,34,358.318676
2300.0,34,358.344924
2300.0,34,358.370823
2300.0,34,358.397561
2300.0,34,358.424776
2300.0,34,358.452284
2300.0,34,358.480517
2300.0,34,358.509222
2300.0,34,358.53893
2300.0,34,358.569911
2300.0,34,358.600509
2300.0,34,358.631913
2300.0,34,358.663946
2300.0,34,358.697178
2300.0,34,358.731685
2300.0,34,358.766984
2300.0,34,358.803259
2300.0,34,358.841392
2300.0,34,358.87892
2300.0,34,358.917018
2300.0,34,358.954614
2300.0,34,358.992149
2300.0,34,359.037648
2300.0,34,359.883806
2300.0,34,359.900587
2300.0,34,359.917651
2300.0,34,359.934928
2300.0,34,359.952319
2300.0,34,359.969857
2300.0,34,359.987388
2300.0,34,360.005042
2300.0,34,360.02268
2300.0,34,360.040304
2300.0,34,360.058027
2300.0,34,360.075679
2300.0,34,360.093411
2300.0,34,360.111149
2300.0,34,360.1289
2300.0,34,360.146647
2300.0,34,360.164418
2300.0,34,360.182129
2300.0,34,360.199884
2300.0,34,360.217752
2300.0,34,360.235676
2300.0,34,360.253448
2300.0,34,360.271214
2300.0,34,360.289089
2300.0,34,360.307354
2300.0,34,360.326618
2300.0,34,360.344564
2300.0,34,360.362577
2300.0,34,360.385721
2300.0,34,360.404885
2300.0,34,360.422941
2300.0,34,360.440971
2300.0,34,360.459028
2300.0,34,360.477172
2300.0,34,360.495238
2300.0,34,360.513412
2300.0,34,360.531644
2300.0,34,360.549894
2300.0,34,360.568148
2300.0,34,360.586427
2300.0,34,360.604693
2300.0,34,360.622889
2300.0,34,360.641272
2300.0,34,360.659609
2300.0,34,360.677958
2300.0,34,360.696274
2300.0,34,360.714695
2300.0,34,360.733095
2300.0,34,360.751519
2300.0,34,360.769919
2300.0,34,360.788358
2300.0,34,360.806876
2300.0,34,360.826417
2300.0,34,360.844918
2300.0,34,360.863383
2300.0,34,360.88188
2300.0,34,360.900313
2300.0,34,360.91873
2300.0,34,360.94247
2300.0,34,360.962503
2300.0,34,361.614935
2300.0,34,361.63431
2300.0,34,361.653565
2300.0,34,361.672734
2300.0,34,361.69197
2300.0,34,361.711224
2300.0,34,361.730591
2300.0,34,361.749977
2300.0,34,361.769345
2300.0,34,361.788787
2300.0,34,361.808447
2300.0,34,361.829035
2300.0,34,361.848444
2300.0,34,361.867955
2300.0,34,361.887435
2300.0,34,361.906959
2300.0,34,361.926424
2300.0,34,361.945847
2300.0,34,361.965275
2300.0,34,361.984694
2300.0,34,362.004173
2300.0,34,362.023745
2300.0,34,362.043416
2300.0,34,362.062991
2300.0,34,362.082592
2300.0,34,362.102085
2300.0,34,362.121653
2300.0,34,362.14697
2300.0,34,362.168041
2300.0,34,362.187814
2300.0,34,362.207581
2300.0,34,362.22743
2300.0,34,362.247268
2300.0,34,362.267069
2300.0,34,362.28685
2300.0,34,362.306779
2300.0,34,362.327761
2300.0,34,362.347871
2300.0,34,362.367976
2300.0,34,362.388112
2300.0,34,362.408138
2300.0,34,362.428205
2300.0,34,362.448305
2300.0,34,362.468339
2300.0,34,362.488385
2300.0,34,362.508487
2300.0,34,362.528769
2300.0,34,362.54919
2300.0,34,362.569696
2300.0,34,362.59033
2300.0,34,362.61095
2300.0,34,362.631611
2300.0,34,362.652577
2300.0,34,362.673677
2300.0,34,362.694867
2300.0,34,362.716269
2300.0,34,362.737976
2300.0,34,362.76697
2300.0,34,362.789282
2300.0,34,362.812769
2300.0,34,363.858405
2300.0,34,363.884977
2300.0,34,363.910263
2300.0,34,363.935027
2300.0,34,363.960157
2300.0,34,363.982667
2300.0,34,364.004753
2300.0,34,364.026132
2300.0,34,364.047015
2300.0,34,364.067304
2300.0,34,364.087034
2300.0,34,364.106323
2300.0,34,364.125442
2300.0,34,364.144182
2300.0,34,364.16244
2300.0,34,364.180398
2300.0,34,364.198135
2300.0,34,364.215649
2300.0,34,364.233091
2300.0,34,364.250557
2300.0,34,364.267942
2300.0,34,364.285384
2300.0,34,364.302866
2300.0,34,364.321713
2300.0,34,364.339339
2300.0,34,364.356704
2300.0,34,364.379152
2300.0,34,364.396794
2300.0,34,364.414335
2300.0,34,364.43202
2300.0,34,364.449679
2300.0,34,364.467205
2300.0,34,364.484721
2300.0,34,364.502278
2300.0,34,364.519768
2300.0,34,364.537445
2300.0,34,364.556448
2300.0,34,364.574243
2300.0,34,364.592013
2300.0,34,364.609756
2300.0,34,364.627474
2300.0,34,364.645229
2300.0,34,364.662879
2300.0,34,364.680629
2300.0,34,364.698367
2300.0,34,364.716196
2300.0,34,364.734009
2300.0,34,364.751849
2300.0,34,364.76967
2300.0,34,364.787604
2300.0,34,364.805863
2300.0,34,364.824953
2300.0,34,364.84288
2300.0,34,364.860821
2300.0,34,364.878839
2300.0,34,364.896774
2300.0,34,364.919549
2300.0,34,364.937698
2300.0,34,364.955774
2300.0,34,364.973845
2300.0,34,365.614558
2300.0,34,365.633445
2300.0,34,365.652271
2300.0,34,365.671086
2300.0,34,365.689946
2300.0,34,365.708745
2300.0,34,365.727577
2300.0,34,365.746727
2300.0,34,365.766995
2300.0,34,365.78594
2300.0,34,365.805221
2300.0,34,365.825195
2300.0,34,365.844186
2300.0,34,365.863089
2300.0,34,365.882064
2300.0,34,365.901043
2300.0,34,365.920044
2300.0,34,365.939026
2300.0,34,365.957973
2300.0,34,365.976966
2300.0,34,365.995985
2300.0,34,366.015021
2300.0,34,366.034103
2300.0,34,366.05332
2300.0,34,366.072498
2300.0,34,366.096871
2300.0,34,366.116241
2300.0,34,366.135566
2300.0,34,366.154876
2300.0,34,366.17418
2300.0,34,366.193473
2300.0,34,366.212721
2300.0,34,366.232061
2300.0,34,366.251532
2300.0,34,366.270958
2300.0,34,366.290336
2300.0,34,366.310082
2300.0,34,366.330816
2300.0,34,366.350341
2300.0,34,366.36983
2300.0,34,366.39056
2300.0,34,366.410305
2300.0,34,366.429941
2300.0,34,366.449663
2300.0,34,366.469238
2300.0,34,366.488883
2300.0,34,366.508419
2300.0,34,366.52804
2300.0,34,366.547603
2300.0,34,366.567184
2300.0,34,366.586776
2300.0,34,366.60634
2300.0,34,366.626088
2300.0,34,366.645849
2300.0,34,366.670225
2300.0,34,366.690198
2300.0,34,366.710173
2300.0,34,366.73013
2300.0,34,366.750156
2300.0,34,366.77008
2300.0,34,367.58175
2300.0,34,367.613912
2300.0,34,367.646576
2300.0,34,367.680385
2300.0,34,367.715931
2300.0,34,367.753138
2300.0,34,367.79138
2300.0,34,367.831345
2300.0,34,367.872119
2300.0,34,367.914138
2300.0,34,367.957172
2300.0,34,368.001162
2300.0,34,368.044219
2300.0,34,368.086679
2300.0,34,368.128285
2300.0,34,368.169562
2300.0,34,368.208582
2300.0,34,368.245285
2300.0,34,368.280052
2300.0,34,368.313213
2300.0,34,368.345314
2300.0,34,368.37549
2300.0,34,368.404078
2300.0,34,368.431274
2300.0,34,368.463226
2300.0,34,368.487492
2300.0,34,368.510667
2300.0,34,368.532564
2300.0,34,368.553871
2300.0,34,368.574322
2300.0,34,368.594437
2300.0,34,368.614093
2300.0,34,368.633126
2300.0,34,368.651827
2300.0,34,368.670164
2300.0,34,368.688077
2300.0,34,368.705716
2300.0,34,368.723198
2300.0,34,368.740603
2300.0,34,368.759613
2300.0,34,368.777015
2300.0,34,368.794424
2300.0,34,368.812187
2300.0,34,368.830981
2300.0,34,368.848428
2300.0,34,368.865842
2300.0,34,368.883327
2300.0,34,368.900793
2300.0,34,368.918288
2300.0,34,368.935774
2300.0,34,368.953355
2300.0,34,368.970821
2300.0,34,368.988294
2300.0,34,369.010274
2300.0,34,369.027982
2300.0,34,369.045731
2300.0,34,369.063325
2300.0,34,369.080855
2300.0,34,369.098491
2300.0,34,369.116195
2300.0,34,369.133957
2300.0,34,369.757413
2300.0,34,369.775831
2300.0,34,369.794166
2300.0,34,369.812787
2300.0,34,369.832374
2300.0,34,369.850759
2300.0,34,369.869191
2300.0,34,369.887574
2300.0,34,369.90604
2300.0,34,369.924479
2300.0,34,369.942935
2300.0,34,369.962711
2300.0,34,369.981244
2300.0,34,369.999718
2300.0,34,370.018171
2300.0,34,370.036658
2300.0,34,370.055261
2300.0,34,370.073848
2300.0,34,370.092398
2300.0,34,370.111141
2300.0,34,370.129814
2300.0,34,370.148525
2300.0,34,370.172189
2300.0,34,370.190865
2300.0,34,370.209483
2300.0,34,370.228125
2300.0,34,370.246795
2300.0,34,370.2655
2300.0,34,370.284227
2300.0,34,370.302992
2300.0,34,370.323047
2300.0,34,370.342019
2300.0,34,370.360974
2300.0,34,370.379927
2300.0,34,370.398904
2300.0,34,370.417807
2300.0,34,370.436935
2300.0,34,370.455915
2300.0,34,370.474828
2300.0,34,370.493783
2300.0,34,370.512703
2300.0,34,370.531587
2300.0,34,370.550671
2300.0,34,370.571033
2300.0,34,370.590052
2300.0,34,370.60904
2300.0,34,370.628143
2300.0,34,370.647119
2300.0,34,370.666172
2300.0,34,370.685188
2300.0,34,370.704254
2300.0,34,370.72836
2300.0,34,370.747517
2300.0,34,370.766793
2300.0,34,370.786086
2300.0,34,370.805478
2300.0,34,370.826144
2300.0,34,370.845476
2300.0,34,370.864739
2300.0,34,370.884053
2300.0,34,371.616604
2300.0,34,371.635726
2300.0,34,371.655071
2300.0,34,371.674545
2300.0,34,371.694095
2300.0,34,371.713777
2300.0,34,371.733545
2300.0,34,371.75463
2300.0,34,371.774975
2300.0,34,371.795207
2300.0,34,371.815898
2300.0,34,371.837536
2300.0,34,371.858433
2300.0,34,371.87951
2300.0,34,371.900687
2300.0,34,371.922326
2300.0,34,371.944314
2300.0,34,371.96645
2300.0,34,371.989099
2300.0,34,372.012533
2300.0,34,372.04233
2300.0,34,372.067049
2300.0,34,372.092357
2300.0,34,372.118212
2300.0,34,372.144778
2300.0,34,372.172261
2300.0,34,372.200799
2300.0,34,372.23042
2300.0,34,372.260765
2300.0,34,372.292071
2300.0,34,372.325524
2300.0,34,372.35998
2300.0,34,372.39499
2300.0,34,372.431526
2300.0,34,372.469092
2300.0,34,372.508495
2300.0,34,372.548659
2300.0,34,372.589534
2300.0,34,372.631357
2300.0,34,372.672712
2300.0,34,372.713838
2300.0,34,372.75427
2300.0,34,372.793096
2300.0,34,372.831902
2300.0,34,372.867845
2300.0,34,372.90164
2300.0,34,372.933763
2300.0,34,372.965631
2300.0,34,372.995386
2300.0,34,373.023898
2300.0,34,373.058117
2300.0,34,373.083838
2300.0,34,373.108141
2300.0,34,373.131879
2300.0,34,373.154465
2300.0,34,373.176192
2300.0,34,373.197296
2300.0,34,373.217983
2300.0,34,373.23797
2300.0,34,373.257615
2300.0,34,373.931216
2300.0,34,373.948434
2300.0,34,373.966034
2300.0,34,373.983751
2300.0,34,374.001641
2300.0,34,374.019694
2300.0,34,374.037816
2300.0,34,374.056118
2300.0,34,374.074465
2300.0,34,374.092828
2300.0,34,374.11122
2300.0,34,374.129523
2300.0,34,374.148186
2300.0,34,374.16782
2300.0,34,374.186313
2300.0,34,374.204751
2300.0,34,374.22326
2300.0,34,374.241776
2300.0,34,374.260287
2300.0,34,374.28376
2300.0,34,374.302302
2300.0,34,374.322271
2300.0,34,374.340903
2300.0,34,374.359493
2300.0,34,374.377958
2300.0,34,374.396447
2300.0,34,374.415014
2300.0,34,374.433613
2300.0,34,374.452271
2300.0,34,374.470857
2300.0,34,374.489434
2300.0,34,374.508006
2300.0,34,374.526728
2300.0,34,374.545308
2300.0,34,374.563902
2300.0,34,374.582461
2300.0,34,374.600987
2300.0,34,374.619496
2300.0,34,374.638042
2300.0,34,374.65656
2300.0,34,374.675148
2300.0,34,374.693671
2300.0,34,374.712192
2300.0,34,374.730803
2300.0,34,374.74966
2300.0,34,374.7693
2300.0,34,374.787998
2300.0,34,374.807161
2300.0,34,374.827085
2300.0,34,374.850948
2300.0,34,374.869949
2300.0,34,374.888817
2300.0,34,374.907602
2300.0,34,374.92642
2300.0,34,374.945337
2300.0,34,374.964369
2300.0,34,374.983299
2300.0,34,375.002239
2300.0,34,375.02119
2300.0,34,375.040109
2300.0,34,375.759111
2300.0,34,375.777629
2300.0,34,375.79651
2300.0,34,375.815941
2300.0,34,375.836401
2300.0,34,375.855873
2300.0,34,375.875412
2300.0,34,375.894963
2300.0,34,375.914645
2300.0,34,375.934454
2300.0,34,375.95542
2300.0,34,375.975588
2300.0,34,375.995852
2300.0,34,376.016041
2300.0,34,376.036273
2300.0,34,376.056584
2300.0,34,376.076892
2300.0,34,376.097249
2300.0,34,376.123713
2300.0,34,376.144539
2300.0,34,376.165278
2300.0,34,376.186074
2300.0,34,376.207324
2300.0,34,376.228537
2300.0,34,376.249764
2300.0,34,376.271088
2300.0,34,376.292789
2300.0,34,376.314703
2300.0,34,376.337887
2300.0,34,376.360078
2300.0,34,376.382687
2300.0,34,376.405378
2300.0,34,376.428642
2300.0,34,376.452005
2300.0,34,376.475731
2300.0,34,376.499552
2300.0,34,376.524142
2300.0,34,376.549018
2300.0,34,376.574933
2300.0,34,376.600606
2300.0,34,376.627029
2300.0,34,376.653814
2300.0,34,376.681882
2300.0,34,376.710827
2300.0,34,376.740905
2300.0,34,376.771461
2300.0,34,376.802765
2300.0,34,376.844129
2300.0,34,376.878368
2300.0,34,376.913487
2300.0,34,376.950458
2300.0,34,376.988816
2300.0,34,377.029536
2300.0,34,377.073771
2300.0,34,377.120239
2300.0,34,377.169506
2300.0,34,377.218031
2300.0,34,377.267981
2300.0,34,377.316962
2300.0,34,377.364534
2300.0,34,377.408212
2300.0,34,378.331717
2300.0,34,378.348332
2300.0,34,378.366217
2300.0,34,378.383174
2300.0,34,378.400351
2300.0,34,378.417795
2300.0,34,378.435329
2300.0,34,378.452886
2300.0,34,378.470516
2300.0,34,378.488165
2300.0,34,378.505817
2300.0,34,378.523504
2300.0,34,378.541334
2300.0,34,378.559145
2300.0,34,378.576882
2300.0,34,378.59474
2300.0,34,378.617564
2300.0,34,378.635566
2300.0,34,378.65348
2300.0,34,378.671406
2300.0,34,378.689369
2300.0,34,378.707312
2300.0,34,378.725313
2300.0,34,378.743321
2300.0,34,378.761296
2300.0,34,378.779306
2300.0,34,378.79731
2300.0,34,378.815605
2300.0,34,378.834721
2300.0,34,378.852983
2300.0,34,378.871056
2300.0,34,378.889375
2300.0,34,378.907586
2300.0,34,378.925875
2300.0,34,378.944279
2300.0,34,378.963737
2300.0,34,378.982041
2300.0,34,379.000268
2300.0,34,379.018519
2300.0,34,379.036856
2300.0,34,379.055254
2300.0,34,379.073647
2300.0,34,379.091987
2300.0,34,379.110307
2300.0,34,379.128717
2300.0,34,379.151941
2300.0,34,379.170472
2300.0,34,379.188928
2300.0,34,379.207377
2300.0,34,379.225813
2300.0,34,379.244343
2300.0,34,379.262867
2300.0,34,379.281282
2300.0,34,379.299832
2300.0,34,379.318754
2300.0,34,379.338567
2300.0,34,379.35732
2300.0,34,379.375989
2300.0,34,379.394579
2300.0,34,379.413218
2300.0,34,380.096912
2300.0,34,380.115339
2300.0,34,380.133936
2300.0,34,380.153814
2300.0,34,380.173493
2300.0,34,380.192724
2300.0,34,380.212021
2300.0,34,380.231416
2300.0,34,380.250852
2300.0,34,380.270346
2300.0,34,380.289671
2300.0,34,380.30936
2300.0,34,380.329846
2300.0,34,380.349381
2300.0,34,380.368945
2300.0,34,380.393654
2300.0,34,380.413449
2300.0,34,380.433156
2300.0,34,380.452881
2300.0,34,380.472544
2300.0,34,380.492232
2300.0,34,380.511945
2300.0,34,380.531586
2300.0,34,380.551303
2300.0,34,380.570962
2300.0,34,380.590667
2300.0,34,380.610332
2300.0,34,380.630046
2300.0,34,380.64982
2300.0,34,380.669587
2300.0,34,380.689526
2300.0,34,380.709468
2300.0,34,380.729407
2300.0,34,380.749498
2300.0,34,380.770307
2300.0,34,380.790301
2300.0,34,380.810478
2300.0,34,380.831639
2300.0,34,380.851703
2300.0,34,380.871701
2300.0,34,380.891653
2300.0,34,380.911869
2300.0,34,380.93202
2300.0,34,380.952416
2300.0,34,380.977905
2300.0,34,380.99848
2300.0,34,381.019119
2300.0,34,381.039705
2300.0,34,381.060551
2300.0,34,381.081332
2300.0,34,381.102159
2300.0,34,381.123062
2300.0,34,381.144182
2300.0,34,381.165395
2300.0,34,381.186429
2300.0,34,381.207869
2300.0,34,381.229334
2300.0,34,381.251065
2300.0,34,381.272857
2300.0,34,381.294783
2300.0,34,382.323951
2300.0,34,382.346329
2300.0,34,382.368113
2300.0,34,382.389096
2300.0,34,382.409979
2300.0,34,382.430081
2300.0,34,382.449698
2300.0,34,382.468765
2300.0,34,382.487579
2300.0,34,382.505914
2300.0,34,382.523876
2300.0,34,382.541567
2300.0,34,382.560386
2300.0,34,382.577822
2300.0,34,382.59978
2300.0,34,382.61724
2300.0,34,382.634679
2300.0,34,382.652056
2300.0,34,382.669462
2300.0,34,382.686868
2300.0,34,382.704294
2300.0,34,382.721715
2300.0,34,382.739276
2300.0,34,382.756789
2300.0,34,382.774297
2300.0,34,382.791862
2300.0,34,382.809658
2300.0,34,382.828113
2300.0,34,382.845908
2300.0,34,382.863554
2300.0,34,382.881159
2300.0,34,382.898806
2300.0,34,382.916523
2300.0,34,382.934226
2300.0,34,382.951921
2300.0,34,382.969623
2300.0,34,382.9873
2300.0,34,383.005056
2300.0,34,383.022759
2300.0,34,383.040515
2300.0,34,383.058291
2300.0,34,383.076119
2300.0,34,383.093885
2300.0,34,383.116339
2300.0,34,383.134268
2300.0,34,383.15241
2300.0,34,383.171625
2300.0,34,383.189502
2300.0,34,383.207454
2300.0,34,383.225403
2300.0,34,383.243369
2300.0,34,383.26135
2300.0,34,383.279398
2300.0,34,383.297413
2300.0,34,383.315583
2300.0,34,383.334842
2300.0,34,383.353077
2300.0,34,383.371336
2300.0,34,383.389473
2300.0,34,383.407636
2300.0,34,384.078408
2300.0,34,384.09623
2300.0,34,384.114387
2300.0,34,384.132838
2300.0,34,384.151438
2300.0,34,384.170292
2300.0,34,384.189238
2300.0,34,384.208213
2300.0,34,384.2273
2300.0,34,384.246372
2300.0,34,384.265519
2300.0,34,384.284716
2300.0,34,384.309041
2300.0,34,384.329751
2300.0,34,384.349229
2300.0,34,384.368712
2300.0,34,384.389115
2300.0,34,384.408569
2300.0,34,384.427976
2300.0,34,384.447462
2300.0,34,384.466942
2300.0,34,384.48639
2300.0,34,384.50588
2300.0,34,384.525384
2300.0,34,384.544964
2300.0,34,384.564429
2300.0,34,384.583877
2300.0,34,384.603364
2300.0,34,384.622849
2300.0,34,384.642287
2300.0,34,384.661935
2300.0,34,384.681566
2300.0,34,384.701128
2300.0,34,384.72072
2300.0,34,384.740257
2300.0,34,384.759773
2300.0,34,384.779267
2300.0,34,384.798679
2300.0,34,384.818462
2300.0,34,384.839141
2300.0,34,384.858673
2300.0,34,384.878138
2300.0,34,384.902702
2300.0,34,384.922245
2300.0,34,384.941839
2300.0,34,384.962711
2300.0,34,384.982313
2300.0,34,385.001846
2300.0,34,385.02147
2300.0,34,385.041159
2300.0,34,385.060919
2300.0,34,385.080827
2300.0,34,385.100655
2300.0,34,385.120565
2300.0,34,385.140607
2300.0,34,385.160599
2300.0,34,385.18068
2300.0,34,385.20087
2300.0,34,385.221242
2300.0,34,385.241632
2300.0,34,385.262097
2300.0,34,386.182694
2300.0,34,386.219916
2300.0,34,386.257808
2300.0,34,386.297211
2300.0,34,386.338399
2300.0,34,386.380175
2300.0,34,386.422169
2300.0,34,386.46535
2300.0,34,386.509254
2300.0,34,386.552994
2300.0,34,386.605909
2300.0,34,386.645981
2300.0,34,386.684875
2300.0,34,386.721858
2300.0,34,386.758297
2300.0,34,386.791661
2300.0,34,386.824745
2300.0,34,386.855071
2300.0,34,386.884795
2300.0,34,386.912719
2300.0,34,386.939474
2300.0,34,386.964723
2300.0,34,386.988982
2300.0,34,387.012447
2300.0,34,387.034541
2300.0,34,387.055977
2300.0,34,387.076691
2300.0,34,387.09699
2300.0,34,387.116621
2300.0,34,387.135944
2300.0,34,387.154743
2300.0,34,387.173049
2300.0,34,387.191042
2300.0,34,387.208914
2300.0,34,387.226377
2300.0,34,387.243746
2300.0,34,387.261101
2300.0,34,387.278486
2300.0,34,387.295815
2300.0,34,387.313432
2300.0,34,387.336695
2300.0,34,387.354212
2300.0,34,387.37168
2300.0,34,387.390739
2300.0,34,387.408374
2300.0,34,387.425978
2300.0,34,387.443601
2300.0,34,387.461229
2300.0,34,387.478865
2300.0,34,387.496511
2300.0,34,387.514178
2300.0,34,387.531842
2300.0,34,387.549527
2300.0,34,387.567242
2300.0,34,387.584908
2300.0,34,387.60265
2300.0,34,387.620387
2300.0,34,387.638319
