#{"t_start": 1715282106.299728, "env_id": "None"}
r,l,t
2300.0,34,2142.629502
2300.0,34,2142.646918
2300.0,34,2142.664198
2300.0,34,2142.681633
2300.0,34,2142.699074
2300.0,34,2142.716412
2300.0,34,2142.733867
2300.0,34,2142.751294
2300.0,34,2142.768684
2300.0,34,2142.786187
2300.0,34,2142.803728
2300.0,34,2142.821197
2300.0,34,2142.838654
2300.0,34,2142.8561
2300.0,34,2142.873732
2300.0,34,2142.891543
2300.0,34,2142.909393
2300.0,34,2142.927035
2300.0,34,2142.944777
2300.0,34,2142.962631
2300.0,34,2143.735455
2300.0,34,2143.76022
2300.0,34,2143.78543
2300.0,34,2143.811182
2300.0,34,2143.837202
2300.0,34,2143.863731
2300.0,34,2143.891177
2300.0,34,2143.919437
2300.0,34,2143.965642
2300.0,34,2143.996405
2300.0,34,2144.026769
2300.0,34,2144.057528
2300.0,34,2144.089794
2300.0,34,2144.122787
2300.0,34,2144.15679
2300.0,34,2144.192246
2300.0,34,2144.229216
2300.0,34,2144.267863
2300.0,34,2144.309059
2300.0,34,2144.351525
2300.0,34,2144.397877
2300.0,34,2144.446496
2300.0,34,2144.4973
2300.0,34,2144.548959
2300.0,34,2144.602254
2300.0,34,2144.654975
2300.0,34,2144.707819
2300.0,34,2144.756722
2300.0,34,2144.804183
2300.0,34,2144.846855
2300.0,34,2144.887135
2300.0,34,2144.925953
2300.0,34,2144.962142
2300.0,34,2144.996611
2300.0,34,2145.029041
2300.0,34,2145.059973
2300.0,34,2145.090037
2300.0,34,2145.117646
2300.0,34,2145.158127
2300.0,34,2145.183259
2300.0,34,2145.207141
2300.0,34,2145.229906
2300.0,34,2145.251734
2300.0,34,2145.272999
2300.0,34,2145.293641
2300.0,34,2145.313817
2300.0,34,2145.333449
2300.0,34,2145.352643
2300.0,34,2145.371541
2300.0,34,2145.390133
2300.0,34,2145.408512
2300.0,34,2145.426327
2300.0,34,2145.443936
2300.0,34,2145.461286
2300.0,34,2145.478507
2300.0,34,2145.495499
2300.0,34,2145.512428
2300.0,34,2145.529012
2300.0,34,2145.545503
2300.0,34,2145.561879
2300.0,34,2146.216168
2300.0,34,2146.232587
2300.0,34,2146.249112
2300.0,34,2146.265693
2300.0,34,2146.282591
2300.0,34,2146.299496
2300.0,34,2146.316259
2300.0,34,2146.343086
2300.0,34,2146.360165
2300.0,34,2146.377278
2300.0,34,2146.394228
2300.0,34,2146.411312
2300.0,34,2146.428326
2300.0,34,2146.445201
2300.0,34,2146.462143
2300.0,34,2146.479118
2300.0,34,2146.496028
2300.0,34,2146.513084
2300.0,34,2146.530102
2300.0,34,2146.547152
2300.0,34,2146.564095
2300.0,34,2146.581141
2300.0,34,2146.598208
2300.0,34,2146.615348
2300.0,34,2146.632367
2300.0,34,2146.649354
2300.0,34,2146.666433
2300.0,34,2146.683597
2300.0,34,2146.700853
2300.0,34,2146.717999
2300.0,34,2146.735093
2300.0,34,2146.752314
2300.0,34,2146.769476
2300.0,34,2146.786851
2300.0,34,2146.804348
2300.0,34,2146.821568
2300.0,34,2146.838891
2300.0,34,2146.865904
2300.0,34,2146.88363
2300.0,34,2146.901309
2300.0,34,2146.918801
2300.0,34,2146.936308
2300.0,34,2146.953897
2300.0,34,2146.971433
2300.0,34,2146.989114
2300.0,34,2147.006845
2300.0,34,2147.024524
2300.0,34,2147.042074
2300.0,34,2147.059573
2300.0,34,2147.077279
2300.0,34,2147.095014
2300.0,34,2147.113
2300.0,34,2147.130725
2300.0,34,2147.148494
2300.0,34,2147.166237
2300.0,34,2147.184354
2300.0,34,2147.20264
2300.0,34,2147.220939
2300.0,34,2147.239354
2300.0,34,2147.257765
2300.0,34,2147.276456
2300.0,34,2148.171822
2300.0,34,2148.209273
2300.0,34,2148.246995
2300.0,34,2148.286696
2300.0,34,2148.328466
2300.0,34,2148.398917
2300.0,34,2148.447901
2300.0,34,2148.500168
2300.0,34,2148.557364
2300.0,34,2148.622454
2300.0,34,2148.701508
2300.0,34,2148.813429
2300.0,34,2148.93616
2300.0,34,2149.058055
2300.0,34,2149.180751
2300.0,34,2149.302801
2300.0,34,2149.419522
2300.0,34,2149.509093
2300.0,34,2149.579229
2300.0,34,2149.637662
2300.0,34,2149.686618
2300.0,34,2149.730568
2300.0,34,2149.770105
2300.0,34,2149.806745
2300.0,34,2149.840223
2300.0,34,2149.872067
2300.0,34,2149.90221
2300.0,34,2149.930821
2300.0,34,2149.957865
2300.0,34,2149.983275
2300.0,34,2150.007558
2300.0,34,2150.030298
2300.0,34,2150.051928
2300.0,34,2150.072633
2300.0,34,2150.09298
2300.0,34,2150.122617
2300.0,34,2150.141556
2300.0,34,2150.160016
2300.0,34,2150.178087
2300.0,34,2150.195943
2300.0,34,2150.213478
2300.0,34,2150.230718
2300.0,34,2150.24766
2300.0,34,2150.264419
2300.0,34,2150.281222
2300.0,34,2150.297686
2300.0,34,2150.314148
2300.0,34,2150.330483
2300.0,34,2150.346749
2300.0,34,2150.362977
2300.0,34,2150.379295
2300.0,34,2150.395526
2300.0,34,2150.411901
2300.0,34,2150.42817
2300.0,34,2150.444457
2300.0,34,2150.460736
2300.0,34,2150.477139
2300.0,34,2150.493579
2300.0,34,2150.510035
2300.0,34,2150.526423
2300.0,34,2151.183349
2300.0,34,2151.199863
2300.0,34,2151.216548
2300.0,34,2151.233304
2300.0,34,2151.260045
2300.0,34,2151.277092
2300.0,34,2151.294098
2300.0,34,2151.311225
2300.0,34,2151.328261
2300.0,34,2151.345255
2300.0,34,2151.362257
2300.0,34,2151.379423
2300.0,34,2151.396566
2300.0,34,2151.413763
2300.0,34,2151.430863
2300.0,34,2151.447953
2300.0,34,2151.465063
2300.0,34,2151.482313
2300.0,34,2151.49943
2300.0,34,2151.516786
2300.0,34,2151.534154
2300.0,34,2151.551481
2300.0,34,2151.568845
2300.0,34,2151.586369
2300.0,34,2151.603756
2300.0,34,2151.621161
2300.0,34,2151.638555
2300.0,34,2151.655997
2300.0,34,2151.673552
2300.0,34,2151.691205
2300.0,34,2151.708844
2300.0,34,2151.726388
2300.0,34,2151.743947
2300.0,34,2151.770942
2300.0,34,2151.788939
2300.0,34,2151.806928
2300.0,34,2151.824798
2300.0,34,2151.842679
2300.0,34,2151.860636
2300.0,34,2151.878847
2300.0,34,2151.897036
2300.0,34,2151.91547
2300.0,34,2151.933686
2300.0,34,2151.951972
2300.0,34,2151.970293
2300.0,34,2151.988893
2300.0,34,2152.007563
2300.0,34,2152.02635
2300.0,34,2152.04509
2300.0,34,2152.064038
2300.0,34,2152.083226
2300.0,34,2152.102472
2300.0,34,2152.122126
2300.0,34,2152.141752
2300.0,34,2152.161537
2300.0,34,2152.181605
2300.0,34,2152.201668
2300.0,34,2152.221982
2300.0,34,2152.242408
2300.0,34,2152.263107
2300.0,34,2153.593578
2300.0,34,2153.719142
2300.0,34,2153.842218
2300.0,34,2154.025732
2300.0,34,2154.113724
2300.0,34,2154.181886
2300.0,34,2154.239167
2300.0,34,2154.28888
2300.0,34,2154.331434
2300.0,34,2154.369331
2300.0,34,2154.404097
2300.0,34,2154.435867
2300.0,34,2154.465911
2300.0,34,2154.493608
2300.0,34,2154.519431
2300.0,34,2154.543914
2300.0,34,2154.566689
2300.0,34,2154.5885
2300.0,34,2154.609419
2300.0,34,2154.629496
2300.0,34,2154.649123
2300.0,34,2154.668195
2300.0,34,2154.68707
2300.0,34,2154.705535
2300.0,34,2154.723773
2300.0,34,2154.741446
2300.0,34,2154.758966
2300.0,34,2154.776084
2300.0,34,2154.793025
2300.0,34,2154.809813
2300.0,34,2154.826435
2300.0,34,2154.842731
2300.0,34,2154.867757
2300.0,34,2154.884104
2300.0,34,2154.900402
2300.0,34,2154.91671
2300.0,34,2154.932934
2300.0,34,2154.949039
2300.0,34,2154.965191
2300.0,34,2154.981426
2300.0,34,2154.997701
2300.0,34,2155.013947
2300.0,34,2155.030142
2300.0,34,2155.046296
2300.0,34,2155.062482
2300.0,34,2155.078698
2300.0,34,2155.095058
2300.0,34,2155.111435
2300.0,34,2155.127744
2300.0,34,2155.14404
2300.0,34,2155.160349
2300.0,34,2155.176704
2300.0,34,2155.193204
2300.0,34,2155.209662
2300.0,34,2155.226181
2300.0,34,2155.242588
2300.0,34,2155.259043
2300.0,34,2155.2755
2300.0,34,2155.292018
2300.0,34,2155.308545
2300.0,34,2155.967697
2300.0,34,2155.984356
2300.0,34,2156.010982
2300.0,34,2156.027816
2300.0,34,2156.044691
2300.0,34,2156.061528
2300.0,34,2156.07841
2300.0,34,2156.09544
2300.0,34,2156.112527
2300.0,34,2156.129511
2300.0,34,2156.14648
2300.0,34,2156.163475
2300.0,34,2156.180433
2300.0,34,2156.197513
2300.0,34,2156.214627
2300.0,34,2156.231674
2300.0,34,2156.248725
2300.0,34,2156.265801
2300.0,34,2156.283034
2300.0,34,2156.300226
2300.0,34,2156.31742
2300.0,34,2156.334548
2300.0,34,2156.351703
2300.0,34,2156.368779
2300.0,34,2156.385979
2300.0,34,2156.403137
2300.0,34,2156.420411
2300.0,34,2156.437658
2300.0,34,2156.454821
2300.0,34,2156.471987
2300.0,34,2156.489444
2300.0,34,2156.516764
2300.0,34,2156.534425
2300.0,34,2156.551988
2300.0,34,2156.569582
2300.0,34,2156.587244
2300.0,34,2156.604864
2300.0,34,2156.622653
2300.0,34,2156.640293
2300.0,34,2156.658051
2300.0,34,2156.675861
2300.0,34,2156.693774
2300.0,34,2156.711612
2300.0,34,2156.729548
2300.0,34,2156.747475
2300.0,34,2156.765444
2300.0,34,2156.78348
2300.0,34,2156.801477
2300.0,34,2156.819674
2300.0,34,2156.837895
2300.0,34,2156.856167
2300.0,34,2156.874468
2300.0,34,2156.893074
2300.0,34,2156.911739
2300.0,34,2156.930553
2300.0,34,2156.949211
2300.0,34,2156.96787
2300.0,34,2156.98678
2300.0,34,2157.005849
2300.0,34,2157.024949
2300.0,34,2157.05498
2300.0,34,2158.006652
2300.0,34,2158.05496
2300.0,34,2158.108946
2300.0,34,2158.172333
2300.0,34,2158.249396
2300.0,34,2158.352315
2300.0,34,2158.47243
2300.0,34,2158.594831
2300.0,34,2158.712123
2300.0,34,2158.807822
2300.0,34,2158.88412
2300.0,34,2158.947445
2300.0,34,2159.001966
2300.0,34,2159.050975
2300.0,34,2159.094416
2300.0,34,2159.134149
2300.0,34,2159.170876
2300.0,34,2159.205015
2300.0,34,2159.236497
2300.0,34,2159.266227
2300.0,34,2159.294083
2300.0,34,2159.320594
2300.0,34,2159.34561
2300.0,34,2159.369364
2300.0,34,2159.39176
2300.0,34,2159.413014
2300.0,34,2159.433913
2300.0,34,2159.453988
2300.0,34,2159.473455
2300.0,34,2159.503093
2300.0,34,2159.521779
2300.0,34,2159.539875
2300.0,34,2159.557625
2300.0,34,2159.575186
2300.0,34,2159.592595
2300.0,34,2159.60978
2300.0,34,2159.626998
2300.0,34,2159.643728
2300.0,34,2159.666031
2300.0,34,2159.682766
2300.0,34,2159.699242
2300.0,34,2159.715667
2300.0,34,2159.73208
2300.0,34,2159.748458
2300.0,34,2159.764834
2300.0,34,2159.781188
2300.0,34,2159.797657
2300.0,34,2159.813926
2300.0,34,2159.830422
2300.0,34,2159.846776
2300.0,34,2159.863071
2300.0,34,2159.879405
2300.0,34,2159.895896
2300.0,34,2159.912274
2300.0,34,2159.928858
2300.0,34,2159.945258
2300.0,34,2159.961702
2300.0,34,2159.97811
2300.0,34,2160.004541
2300.0,34,2160.021317
2300.0,34,2160.677634
2300.0,34,2160.694306
2300.0,34,2160.710976
2300.0,34,2160.727886
2300.0,34,2160.744668
2300.0,34,2160.76152
2300.0,34,2160.778399
2300.0,34,2160.795435
2300.0,34,2160.812464
2300.0,34,2160.829643
2300.0,34,2160.846726
2300.0,34,2160.863748
2300.0,34,2160.880911
2300.0,34,2160.898247
2300.0,34,2160.915473
2300.0,34,2160.932877
2300.0,34,2160.950202
2300.0,34,2160.96743
2300.0,34,2160.984938
2300.0,34,2161.002333
2300.0,34,2161.019917
2300.0,34,2161.037339
2300.0,34,2161.054913
2300.0,34,2161.072495
2300.0,34,2161.09018
2300.0,34,2161.107978
2300.0,34,2161.125848
2300.0,34,2161.143703
2300.0,34,2161.171801
2300.0,34,2161.190073
2300.0,34,2161.208324
2300.0,34,2161.226665
2300.0,34,2161.245016
2300.0,34,2161.263498
2300.0,34,2161.282044
2300.0,34,2161.300766
2300.0,34,2161.319538
2300.0,34,2161.338237
2300.0,34,2161.357244
2300.0,34,2161.376343
2300.0,34,2161.395693
2300.0,34,2161.415265
2300.0,34,2161.435049
2300.0,34,2161.454724
2300.0,34,2161.474478
2300.0,34,2161.494561
2300.0,34,2161.514773
2300.0,34,2161.535429
2300.0,34,2161.55596
2300.0,34,2161.576865
2300.0,34,2161.598154
2300.0,34,2161.61983
2300.0,34,2161.64158
2300.0,34,2161.66886
2300.0,34,2161.692414
2300.0,34,2161.716198
2300.0,34,2161.740792
2300.0,34,2161.780334
2300.0,34,2161.806607
2300.0,34,2161.834051
2300.0,34,2163.857476
2300.0,34,2163.881272
2300.0,34,2163.904025
2300.0,34,2163.925944
2300.0,34,2163.94744
2300.0,34,2163.967981
2300.0,34,2163.988027
2300.0,34,2164.007594
2300.0,34,2164.02681
2300.0,34,2164.0455
2300.0,34,2164.063911
2300.0,34,2164.081883
2300.0,34,2164.099805
2300.0,34,2164.117288
2300.0,34,2164.134604
2300.0,34,2164.1516
2300.0,34,2164.168341
2300.0,34,2164.184984
2300.0,34,2164.201531
2300.0,34,2164.217955
2300.0,34,2164.234445
2300.0,34,2164.250787
2300.0,34,2164.267138
2300.0,34,2164.283533
2300.0,34,2164.299989
2300.0,34,2164.3163
2300.0,34,2164.342022
2300.0,34,2164.358666
2300.0,34,2164.37518
2300.0,34,2164.391846
2300.0,34,2164.408375
2300.0,34,2164.424919
2300.0,34,2164.441521
2300.0,34,2164.458039
2300.0,34,2164.474536
2300.0,34,2164.491156
2300.0,34,2164.507719
2300.0,34,2164.5244
2300.0,34,2164.540978
2300.0,34,2164.557595
2300.0,34,2164.574169
2300.0,34,2164.590849
2300.0,34,2164.607476
2300.0,34,2164.624281
2300.0,34,2164.64092
2300.0,34,2164.657564
2300.0,34,2164.674247
2300.0,34,2164.69108
2300.0,34,2164.707798
2300.0,34,2164.724602
2300.0,34,2164.741367
2300.0,34,2164.75812
2300.0,34,2164.774861
2300.0,34,2164.791737
2300.0,34,2164.808497
2300.0,34,2164.825352
2300.0,34,2164.852165
2300.0,34,2164.868992
2300.0,34,2164.885868
2300.0,34,2164.902807
2300.0,34,2165.561838
2300.0,34,2165.578615
2300.0,34,2165.595568
2300.0,34,2165.612453
2300.0,34,2165.629517
2300.0,34,2165.646674
2300.0,34,2165.663758
2300.0,34,2165.680866
2300.0,34,2165.698234
2300.0,34,2165.715455
2300.0,34,2165.732862
2300.0,34,2165.750292
2300.0,34,2165.767857
2300.0,34,2165.785358
2300.0,34,2165.803175
2300.0,34,2165.8209
2300.0,34,2165.8389
2300.0,34,2165.85691
2300.0,34,2165.874956
2300.0,34,2165.893336
2300.0,34,2165.911649
2300.0,34,2165.930198
2300.0,34,2165.948611
2300.0,34,2165.967195
2300.0,34,2165.985932
2300.0,34,2166.015086
2300.0,34,2166.034738
2300.0,34,2166.054356
2300.0,34,2166.073867
2300.0,34,2166.093855
2300.0,34,2166.113769
2300.0,34,2166.134001
2300.0,34,2166.154452
2300.0,34,2166.175096
2300.0,34,2166.196222
2300.0,34,2166.217325
2300.0,34,2166.239094
2300.0,34,2166.261186
2300.0,34,2166.283166
2300.0,34,2166.306613
2300.0,34,2166.330603
2300.0,34,2166.354779
2300.0,34,2166.379877
2300.0,34,2166.405409
2300.0,34,2166.431643
2300.0,34,2166.458263
2300.0,34,2166.486192
2300.0,34,2166.515397
2300.0,34,2166.545903
2300.0,34,2166.576845
2300.0,34,2166.610088
2300.0,34,2166.643854
2300.0,34,2166.679282
2300.0,34,2166.716305
2300.0,34,2166.755832
2300.0,34,2166.824742
2300.0,34,2166.872503
2300.0,34,2166.926186
2300.0,34,2166.986904
2300.0,34,2167.05884
2300.0,34,2167.151544
2300.0,34,2168.821441
2300.0,34,2168.837512
2300.0,34,2168.853529
2300.0,34,2168.869607
2300.0,34,2168.885746
2300.0,34,2168.902214
2300.0,34,2168.918481
2300.0,34,2168.934769
2300.0,34,2168.951045
2300.0,34,2168.967339
2300.0,34,2168.98366
2300.0,34,2169.000113
2300.0,34,2169.016507
2300.0,34,2169.032992
2300.0,34,2169.049414
2300.0,34,2169.065825
2300.0,34,2169.082214
2300.0,34,2169.09876
2300.0,34,2169.115204
2300.0,34,2169.131825
2300.0,34,2169.148411
2300.0,34,2169.164967
2300.0,34,2169.181464
2300.0,34,2169.207584
2300.0,34,2169.224266
2300.0,34,2169.241053
2300.0,34,2169.257704
2300.0,34,2169.274421
2300.0,34,2169.291166
2300.0,34,2169.307889
2300.0,34,2169.324512
2300.0,34,2169.341311
2300.0,34,2169.357975
2300.0,34,2169.374638
2300.0,34,2169.391399
2300.0,34,2169.408264
2300.0,34,2169.424899
2300.0,34,2169.441615
2300.0,34,2169.458322
2300.0,34,2169.474997
2300.0,34,2169.4918
2300.0,34,2169.50862
2300.0,34,2169.525326
2300.0,34,2169.542207
2300.0,34,2169.559019
2300.0,34,2169.575885
2300.0,34,2169.592821
2300.0,34,2169.609684
2300.0,34,2169.626514
2300.0,34,2169.643497
2300.0,34,2169.660316
2300.0,34,2169.677138
2300.0,34,2169.694123
2300.0,34,2169.721026
2300.0,34,2169.738131
2300.0,34,2169.75506
2300.0,34,2169.77204
2300.0,34,2169.788986
2300.0,34,2169.806056
2300.0,34,2169.822988
2300.0,34,2170.505913
2300.0,34,2170.523371
2300.0,34,2170.540755
2300.0,34,2170.558179
2300.0,34,2170.575694
2300.0,34,2170.593505
2300.0,34,2170.611147
2300.0,34,2170.628918
2300.0,34,2170.646906
2300.0,34,2170.664786
2300.0,34,2170.682779
2300.0,34,2170.700982
2300.0,34,2170.719232
2300.0,34,2170.737656
2300.0,34,2170.756117
2300.0,34,2170.774788
2300.0,34,2170.793516
2300.0,34,2170.812268
2300.0,34,2170.83138
2300.0,34,2170.850592
2300.0,34,2170.869809
2300.0,34,2170.889266
2300.0,34,2170.919336
2300.0,34,2170.939402
2300.0,34,2170.959381
2300.0,34,2170.97967
2300.0,34,2171.000154
2300.0,34,2171.020803
2300.0,34,2171.041863
2300.0,34,2171.063305
2300.0,34,2171.085094
2300.0,34,2171.107411
2300.0,34,2171.130677
2300.0,34,2171.154189
2300.0,34,2171.178062
2300.0,34,2171.202894
2300.0,34,2171.227958
2300.0,34,2171.254266
2300.0,34,2171.280977
2300.0,34,2171.30859
2300.0,34,2171.33763
2300.0,34,2171.367823
2300.0,34,2171.39834
2300.0,34,2171.429298
2300.0,34,2171.461757
2300.0,34,2171.495334
2300.0,34,2171.530286
2300.0,34,2171.56711
2300.0,34,2171.606365
2300.0,34,2171.648276
2300.0,34,2171.693623
2300.0,34,2171.773761
2300.0,34,2171.834074
2300.0,34,2171.908883
2300.0,34,2172.016013
2300.0,34,2172.138288
2300.0,34,2172.259557
2300.0,34,2172.367969
2300.0,34,2172.443815
2300.0,34,2172.503809
2300.0,34,2173.425818
2300.0,34,2173.441157
2300.0,34,2173.456596
2300.0,34,2173.472244
2300.0,34,2173.488049
2300.0,34,2173.504116
2300.0,34,2173.520158
2300.0,34,2173.536306
2300.0,34,2173.552592
2300.0,34,2173.568879
2300.0,34,2173.585161
2300.0,34,2173.60147
2300.0,34,2173.617829
2300.0,34,2173.634187
2300.0,34,2173.650603
2300.0,34,2173.666977
2300.0,34,2173.683377
2300.0,34,2173.699831
2300.0,34,2173.716295
2300.0,34,2173.732772
2300.0,34,2173.749273
2300.0,34,2173.775311
2300.0,34,2173.791971
2300.0,34,2173.808529
2300.0,34,2173.825087
2300.0,34,2173.841747
2300.0,34,2173.858339
2300.0,34,2173.874907
2300.0,34,2173.891518
2300.0,34,2173.908118
2300.0,34,2173.924727
2300.0,34,2173.941297
2300.0,34,2173.958036
2300.0,34,2173.974681
2300.0,34,2173.991298
2300.0,34,2174.007923
2300.0,34,2174.024691
2300.0,34,2174.041341
2300.0,34,2174.058066
2300.0,34,2174.074695
2300.0,34,2174.091396
2300.0,34,2174.108082
2300.0,34,2174.124778
2300.0,34,2174.141576
2300.0,34,2174.158336
2300.0,34,2174.175091
2300.0,34,2174.191801
2300.0,34,2174.208529
2300.0,34,2174.225241
2300.0,34,2174.242003
2300.0,34,2174.268599
2300.0,34,2174.285495
2300.0,34,2174.302361
2300.0,34,2174.319199
2300.0,34,2174.336057
2300.0,34,2174.352903
2300.0,34,2174.369699
2300.0,34,2174.386518
2300.0,34,2174.403333
2300.0,34,2174.420168
2300.0,34,2175.076608
2300.0,34,2175.093365
2300.0,34,2175.110139
2300.0,34,2175.127019
2300.0,34,2175.143981
2300.0,34,2175.161047
2300.0,34,2175.178041
2300.0,34,2175.195145
2300.0,34,2175.21233
2300.0,34,2175.229619
2300.0,34,2175.24702
2300.0,34,2175.264394
2300.0,34,2175.281974
2300.0,34,2175.29968
2300.0,34,2175.317442
2300.0,34,2175.335358
2300.0,34,2175.353369
2300.0,34,2175.37154
2300.0,34,2175.389827
2300.0,34,2175.408176
2300.0,34,2175.436851
2300.0,34,2175.455621
2300.0,34,2175.474693
2300.0,34,2175.493681
2300.0,34,2175.512848
2300.0,34,2175.533269
2300.0,34,2175.553939
2300.0,34,2175.573814
2300.0,34,2175.594076
2300.0,34,2175.614435
2300.0,34,2175.63475
2300.0,34,2175.655374
2300.0,34,2175.676369
2300.0,34,2175.697385
2300.0,34,2175.718744
2300.0,34,2175.740207
2300.0,34,2175.762152
2300.0,34,2175.785082
2300.0,34,2175.808251
2300.0,34,2175.831715
2300.0,34,2175.855711
2300.0,34,2175.879939
2300.0,34,2175.904385
2300.0,34,2175.929514
2300.0,34,2175.955284
2300.0,34,2175.981748
2300.0,34,2176.00912
2300.0,34,2176.037661
2300.0,34,2176.067477
2300.0,34,2176.115739
2300.0,34,2176.147336
2300.0,34,2176.179909
2300.0,34,2176.214134
2300.0,34,2176.249753
2300.0,34,2176.287076
2300.0,34,2176.326563
2300.0,34,2176.369509
2300.0,34,2176.415472
2300.0,34,2176.465072
2300.0,34,2176.520365
2300.0,34,2176.579695
2300.0,34,2177.801112
2300.0,34,2177.816784
2300.0,34,2177.832531
2300.0,34,2177.848344
2300.0,34,2177.864263
2300.0,34,2177.880307
2300.0,34,2177.896262
2300.0,34,2177.912284
2300.0,34,2177.928347
2300.0,34,2177.944484
2300.0,34,2177.960603
2300.0,34,2177.976759
2300.0,34,2177.992893
2300.0,34,2178.0091
2300.0,34,2178.025278
2300.0,34,2178.041501
2300.0,34,2178.057746
2300.0,34,2178.083223
2300.0,34,2178.099614
2300.0,34,2178.115937
2300.0,34,2178.132197
2300.0,34,2178.148545
2300.0,34,2178.164873
2300.0,34,2178.18124
2300.0,34,2178.197549
2300.0,34,2178.213972
2300.0,34,2178.230362
2300.0,34,2178.246765
2300.0,34,2178.263183
2300.0,34,2178.279541
2300.0,34,2178.296005
2300.0,34,2178.31244
2300.0,34,2178.328977
2300.0,34,2178.345511
2300.0,34,2178.36198
2300.0,34,2178.378491
2300.0,34,2178.395082
2300.0,34,2178.411572
2300.0,34,2178.428066
2300.0,34,2178.444627
2300.0,34,2178.461175
2300.0,34,2178.477759
2300.0,34,2178.494322
2300.0,34,2178.510907
2300.0,34,2178.52747
2300.0,34,2178.544108
2300.0,34,2178.560744
2300.0,34,2178.58725
2300.0,34,2178.604005
2300.0,34,2178.620667
2300.0,34,2178.637341
2300.0,34,2178.6541
2300.0,34,2178.67083
2300.0,34,2178.687511
2300.0,34,2178.704276
2300.0,34,2178.720981
2300.0,34,2178.737689
2300.0,34,2178.754425
2300.0,34,2178.771198
2300.0,34,2178.787922
2300.0,34,2179.438964
2300.0,34,2179.455786
2300.0,34,2179.472563
2300.0,34,2179.489384
2300.0,34,2179.506286
2300.0,34,2179.523293
2300.0,34,2179.540272
2300.0,34,2179.557348
2300.0,34,2179.574539
2300.0,34,2179.591719
2300.0,34,2179.608982
2300.0,34,2179.626281
2300.0,34,2179.64365
2300.0,34,2179.66101
2300.0,34,2179.678471
2300.0,34,2179.695976
2300.0,34,2179.723363
2300.0,34,2179.741244
2300.0,34,2179.759207
2300.0,34,2179.777183
2300.0,34,2179.795161
2300.0,34,2179.813285
2300.0,34,2179.831489
2300.0,34,2179.849896
2300.0,34,2179.868421
2300.0,34,2179.887061
2300.0,34,2179.905784
2300.0,34,2179.924563
2300.0,34,2179.943421
2300.0,34,2179.962316
2300.0,34,2179.981164
2300.0,34,2180.000251
2300.0,34,2180.019322
2300.0,34,2180.038491
2300.0,34,2180.057939
2300.0,34,2180.077474
2300.0,34,2180.097126
2300.0,34,2180.116986
2300.0,34,2180.137155
2300.0,34,2180.15757
2300.0,34,2180.178002
2300.0,34,2180.198447
2300.0,34,2180.219368
2300.0,34,2180.240546
2300.0,34,2180.261974
2300.0,34,2180.283762
2300.0,34,2180.319404
2300.0,34,2180.342721
2300.0,34,2180.366359
2300.0,34,2180.39064
2300.0,34,2180.415524
2300.0,34,2180.440616
2300.0,34,2180.466603
2300.0,34,2180.493071
2300.0,34,2180.519903
2300.0,34,2180.547849
2300.0,34,2180.576166
2300.0,34,2180.605839
2300.0,34,2180.636293
2300.0,34,2180.6677
2300.0,34,2182.139671
2300.0,34,2182.15743
2300.0,34,2182.174865
2300.0,34,2182.191898
2300.0,34,2182.208737
2300.0,34,2182.22541
2300.0,34,2182.241765
2300.0,34,2182.258079
2300.0,34,2182.274317
2300.0,34,2182.290519
2300.0,34,2182.306645
2300.0,34,2182.322773
2300.0,34,2182.338898
2300.0,34,2182.355036
2300.0,34,2182.371183
2300.0,34,2182.396255
2300.0,34,2182.412502
2300.0,34,2182.428755
2300.0,34,2182.445049
2300.0,34,2182.461266
2300.0,34,2182.477561
2300.0,34,2182.493842
2300.0,34,2182.510125
2300.0,34,2182.52645
2300.0,34,2182.542759
2300.0,34,2182.55911
2300.0,34,2182.575429
2300.0,34,2182.591772
2300.0,34,2182.608163
2300.0,34,2182.62453
2300.0,34,2182.640881
2300.0,34,2182.65731
2300.0,34,2182.673717
2300.0,34,2182.690168
2300.0,34,2182.706569
2300.0,34,2182.723036
2300.0,34,2182.739508
2300.0,34,2182.755981
2300.0,34,2182.772531
2300.0,34,2182.789008
2300.0,34,2182.805558
2300.0,34,2182.822068
2300.0,34,2182.838542
2300.0,34,2182.855114
2300.0,34,2182.881451
2300.0,34,2182.898353
2300.0,34,2182.915054
2300.0,34,2182.931683
2300.0,34,2182.948323
2300.0,34,2182.96497
2300.0,34,2182.981649
2300.0,34,2182.998348
2300.0,34,2183.014999
2300.0,34,2183.031643
2300.0,34,2183.04834
2300.0,34,2183.064992
2300.0,34,2183.081696
2300.0,34,2183.098413
2300.0,34,2183.115124
2300.0,34,2183.131866
2300.0,34,2183.791334
2300.0,34,2183.807956
2300.0,34,2183.824588
2300.0,34,2183.84129
2300.0,34,2183.858182
2300.0,34,2183.87515
2300.0,34,2183.892063
2300.0,34,2183.909035
2300.0,34,2183.926028
2300.0,34,2183.943059
2300.0,34,2183.96023
2300.0,34,2183.977326
2300.0,34,2183.994472
2300.0,34,2184.011656
2300.0,34,2184.038568
2300.0,34,2184.056173
2300.0,34,2184.073689
2300.0,34,2184.091147
2300.0,34,2184.108654
2300.0,34,2184.126213
2300.0,34,2184.143847
2300.0,34,2184.161566
2300.0,34,2184.179297
2300.0,34,2184.197081
2300.0,34,2184.214955
2300.0,34,2184.232836
2300.0,34,2184.25087
2300.0,34,2184.268981
2300.0,34,2184.287191
2300.0,34,2184.305516
